patric_id						KO					COG	COG_function
fig|31899.10.peg.175|SAMN05216182_0104	521460.Athe_2624	6.50E-247	809.7	SAGH	"GO:0006810,GO:0008150,GO:0051179,GO:0051234"	K01992		bactNOG[38]	"05FW3@bactNOG,0ETSD@cloNOG,0NFSW@firmNOG,COG0842@NOG"	05FW3|1.11309142721e-122|412.82232666	V	ABC-2 type transporter
fig|31899.10.peg.176|SAMN05216182_0105	521460.Athe_2625	1.40E-235	772.3	YFIN		K01992		bactNOG[38]	"08KYE@bactNOG,0ESMJ@cloNOG,0NGKZ@firmNOG,COG0842@NOG"	08KYE|1.89953662528e-91|309.537109375	V	ABC-2 type transporter
fig|31899.10.peg.178|SAMN05216182_0106	632292.Calhy_2510	1.50E-232	758.3					bactNOG[38]	"05BZU@bactNOG,0F3PY@cloNOG,0NJ2W@firmNOG,0XNMH@NOG"	0NJ2W|3.56093628266e-185|618.349121094	T	Histidine kinase
fig|31899.10.peg.179|SAMN05216182_0107	521460.Athe_2627	1.10E-134	439.6					bactNOG[38]	"05WH1@bactNOG,0ERU3@cloNOG,0NFBA@firmNOG,COG2197@NOG"	0ERU3|3.64768251842e-74|251.270736694	T	"two component transcriptional regulator, luxr family"
fig|31899.10.peg.183|SAMN05216182_0109	521460.Athe_2630	1.00E-205	676					bactNOG[38]	"05DNE@bactNOG,0ER6H@cloNOG,0NEJ7@firmNOG,COG5464@NOG"	05DNE|1.02956422642e-73|251.396896362	S	Transposase
fig|31899.10.peg.189	351627.Csac_0483	2.90E-24	76.7					bactNOG[38]	"05WDC@bactNOG,0NIVK@firmNOG,0XSV8@NOG"	05WDC|1.97506281804e-16|63.2124023438	O	"peptidase, M48"
fig|31899.10.peg.193|SAMN05216182_0116	521460.Athe_2638	3.80E-107	343.9					bactNOG[38]	"063YB@bactNOG,0F1P4@cloNOG,0NXZE@firmNOG,125UH@NOG"	063YB|2.89293219263e-67|230.357696533	S	NA
fig|31899.10.peg.195|SAMN05216182_0117	521460.Athe_2639	1.00E-63	204.1	RV0081	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03892		bactNOG[38]	"05M9X@bactNOG,0EVPE@cloNOG,0P393@firmNOG,COG0640@NOG"	05M9X|2.90078265675e-32|114.238540649	K	ArsR family transcriptional regulator
fig|31899.10.peg.196|SAMN05216182_0118	521460.Athe_2640	4.70E-205	674.5			K07089		bactNOG[38]	"05DSX@bactNOG,0ENQQ@cloNOG,0NDFY@firmNOG,COG0701@NOG"	05DSX|2.06366581482e-102|346.897705078	S	permease
fig|31899.10.peg.197|SAMN05216182_0119	521460.Athe_2641	2.70E-50	161.7					bactNOG[38]	"05VGV@bactNOG,0EVQ7@cloNOG,0NP6U@firmNOG,COG0526@NOG"	05VGV|1.72095656269e-30|108.991233826	"C, O"	redox-active disulfide protein 2
fig|31899.10.peg.198|SAMN05216182_0120	521460.Athe_2642	7.30E-213	694.9			K07720		bactNOG[38]	"08HJW@bactNOG,0F6VE@cloNOG,0P5XM@firmNOG,COG4753@NOG"	08HJW|1.03526771155e-100|340.465911865	K	"Transcriptional regulator, ARAC family"
fig|31899.10.peg.199|SAMN05216182_0121	521460.Athe_2643	1.60E-88	288.4	QUEF	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K06879,K09457"	GTPCI	bactNOG[38]	"05CSD@bactNOG,0ERCK@cloNOG,0NFC2@firmNOG,COG0780@NOG"	05CSD|1.13728762881e-46|162.05140686	S	Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1) (By similarity)
fig|31899.10.peg.200|SAMN05216182_0122	521460.Athe_2644	2.90E-149	484.8					bactNOG[38]	"08K4H@bactNOG,0ERRR@cloNOG,0NGZR@firmNOG,0ZXIA@NOG"	08K4H|7.05973049634e-108|362.251861572	S	NA
fig|31899.10.peg.201|SAMN05216182_0123	521460.Athe_2645	1.90E-295	971.7					bactNOG[38]	"05C0R@bactNOG,0EPQM@cloNOG,0NDDU@firmNOG,0XNN3@NOG"	0EPQM|6.11483952309e-150|502.494415283	P	Drug resistance transporter EmrB QacA
fig|31899.10.peg.202|SAMN05216182_0124	521460.Athe_2646	3.80E-146	472.9					bactNOG[38]	"0798X@bactNOG,0F35Z@cloNOG,0P0VF@firmNOG,0ZGJM@NOG"	0798X|6.64768993744e-112|375.439819336	S	NA
fig|31899.10.peg.203|SAMN05216182_0125	521460.Athe_2647	4.70E-241	792.5	HYDE		K01012	BTS3r	bactNOG[38]	"07QW8@bactNOG,0EP16@cloNOG,0NDQZ@firmNOG,COG0502@NOG"	07QW8|3.87842930843e-152|509.152923584	H	radical SAM domain protein
fig|31899.10.peg.204|SAMN05216182_0126	718255.RO1_16170	4.20E-158	523.7			K05366		bactNOG[38]	"08JQC@bactNOG,0F7ER@cloNOG,0P6Q5@firmNOG,COG5009@NOG"	08JQC|6.3759946295e-209|690.905517578	M	penicillin-binding protein 1A
fig|31899.10.peg.205|SAMN05216182_0127	521460.Athe_2649	0	1019.1			K06921		bactNOG[38]	"05EM3@bactNOG,0EQJ0@cloNOG,0NDSX@firmNOG,0XSDB@NOG"	05EM3|6.23059568158e-176|588.553955078	S	ATPase AAA superfamily
fig|31899.10.peg.206	351627.Csac_1689	5.20E-45	140.9	CSAC_0045				bactNOG[38]	"069VU@bactNOG,0EYZ0@cloNOG,0NS57@firmNOG,121NN@NOG"	069VU|1.72967087323e-30|109.159591675	L	transposase (IS4 family) protein
fig|31899.10.peg.207	351627.Csac_1689	9.90E-34	104.4	CSAC_0045				bactNOG[38]	"069VU@bactNOG,0EYZ0@cloNOG,0NS57@firmNOG,121NN@NOG"	069VU|3.09719217325e-23|85.3491592407	L	transposase (IS4 family) protein
fig|31899.10.peg.208	351627.Csac_1688	1.10E-55	177.4	CSAC_0045				bactNOG[38]	"069VU@bactNOG,0EYZ0@cloNOG,0NS57@firmNOG,121NN@NOG"	069VU|5.60935264881e-45|156.719360352	L	transposase (IS4 family) protein
fig|31899.10.peg.209|SAMN05216182_0129	521460.Athe_2651	7.50E-250	820.9					bactNOG[38]	"06BM4@bactNOG,0EP4G@cloNOG,0NDIV@firmNOG,0XPNI@NOG"	06BM4|1.93660275973e-124|417.587097168	S	Domain of unknown function (DUF1848)
fig|31899.10.peg.213	632292.Calhy_0680	2.00E-32	102.9	AMET_1910				bactNOG[38]	"08MIM@bactNOG,0EQGE@cloNOG,0NESI@firmNOG,0ZT9V@NOG"	08MIM|3.53332327095e-15|58.6634101868	S	Transposase
fig|31899.10.peg.214|SAMN05216182_0134	351627.Csac_0067	2.20E-20	65.2	PEZT		K16214		bactNOG[38]	"08WZA@bactNOG,0NJX8@firmNOG,11J1Q@NOG"	08WZA|6.22466269415e-06|27.1582889557	S	zeta toxin
fig|31899.10.peg.215|SAMN05216182_0135	521460.Athe_2658	1.80E-57	184.1	CAS2		K09951		bactNOG[38]	"05ZHF@bactNOG,0EUWD@cloNOG,0NKNB@firmNOG,COG1343@NOG"	05ZHF|6.07028213103e-36|125.509857178	L	"CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease (By similarity)"
fig|31899.10.peg.216|SAMN05216182_0136	484019.THA_1253	1.80E-146	477	CAS1		K15342		bactNOG[38]	"05DYN@bactNOG,1CG0I@therNOG,COG1518@NOG"	1CG0I|3.01813489564e-154|516.167053223	L	"CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Acts as a dsDNA endonuclease. May be involved in the integration of spacer DNA into the CRISPR cassette (By similarity)"
fig|31899.10.peg.217|SAMN05216182_0137	521460.Athe_2660	5.00E-124	404.2	CAS4		K07464		bactNOG[38]	"08ZIK@bactNOG,0ETK4@cloNOG,0NJNW@firmNOG,COG1468@NOG"	08ZIK|4.35095305416e-59|201.996902466	L	crispr-associated protein Cas4
fig|31899.10.peg.218|SAMN05216182_0138	521460.Athe_2661	0	1816.6			K07012		bactNOG[38]	"05DKM@bactNOG,0ENP1@cloNOG,0NDT7@firmNOG,COG1203@NOG"	05DKM|3.36518319557e-166|558.012207031	L	CRISPR-Associated Helicase Cas3
fig|31899.10.peg.219|SAMN05216182_0139	521460.Athe_2662	9.90E-172	560.7	CAS5H		K19116		bactNOG[38]	"08YX3@bactNOG,0EUFS@cloNOG,0NMSX@firmNOG,COG1688@NOG"	08YX3|7.01260266359e-75|254.629684448	L	crispr-associated protein cas5
fig|31899.10.peg.220|SAMN05216182_0140	521460.Athe_2663	8.10E-203	665.9	CSH2		K19115		bactNOG[38]	"05DWJ@bactNOG,0EQ97@cloNOG,0NE36@firmNOG,COG3649@NOG"	05DWJ|2.02245943348e-80|273.074005127	L	CRISPR-Associated Protein
fig|31899.10.peg.221|SAMN05216182_0141	521460.Athe_2664	0	1519			K19114		bactNOG[38]	"062YM@bactNOG,0EQR4@cloNOG,0NGNJ@firmNOG,0XT9W@NOG"	062YM|2.34779038851e-205|687.007446289	L	CRISPR-Associated Protein
fig|31899.10.peg.231|SAMN05216182_0142	565664.EFXG_02871	2.10E-43	137					bactNOG[38]	"050A0@bacNOG,05SG2@bactNOG,0NN2Y@firmNOG,COG0675@NOG"	05SG2|1.27991400967e-53|184.549682617	L	Transposase
fig|31899.10.peg.232|SAMN05216182_0143	632292.Calhy_0470	5.70E-94	306.1	LEBU_0481		K07491		bactNOG[38]	"08VIJ@bactNOG,0ESQV@cloNOG,0NI58@firmNOG,COG1943@NOG"	08VIJ|2.31165350364e-61|209.006256104	L	Transposase
fig|31899.10.peg.235|SAMN05216182_0146	521460.Athe_2670	2.70E-123	398.5	SP_1934				bactNOG[38]	"05H1I@bactNOG,0EV5R@cloNOG,0NN3J@firmNOG,11SH4@NOG"	05H1I|2.84672004834e-77|261.559448242	S	NA
fig|31899.10.peg.236|SAMN05216182_0147	521460.Athe_2671	1.10E-170	555.9	SP_1935				bactNOG[38]	"08YD5@bactNOG,0ET3M@cloNOG,0NJ6W@firmNOG,11KQS@NOG"	08YD5|7.10326955694e-94|316.657012939	S	Domain of unknown function (DUF955)
fig|31899.10.peg.237|SAMN05216182_0148	521460.Athe_2672	2.30E-77	246.4					bactNOG[38]	"08Y1H@bactNOG,0EXTP@cloNOG,0P3XU@firmNOG,11K4T@NOG"	08Y1H|8.21912518831e-47|160.981552124	K	Transcriptional regulator (XRE family
fig|31899.10.peg.238|SAMN05216182_0149	521460.Athe_2673	4.30E-205	673.7					bactNOG[38]	"05DNE@bactNOG,0ER6H@cloNOG,0NEJ7@firmNOG,COG5464@NOG"	05DNE|2.00378712536e-71|243.855133057	S	Transposase
fig|31899.10.peg.240	521460.Athe_0092	2.10E-50	161.6	ATHE_0092				bactNOG[38]	"08K9K@bactNOG,0ES28@cloNOG,0NEZ1@firmNOG,0XRR3@NOG"	08K9K|2.97164048476e-12|49.048740387	S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.242	436114.SYO3AOP1_1122	4.70E-21	64.8	TRA905	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K07493		bactNOG[38]	"02GG7@aquNOG,05D5G@bactNOG,COG3328@NOG"	02GG7|4.75010482877e-18|67.9089889526	L	transposase mutator type
fig|31899.10.peg.245|SAMN05216182_0152	521460.Athe_0092	5.00E-31	99.7	ATHE_0092				bactNOG[38]	"08K9K@bactNOG,0ES28@cloNOG,0NEZ1@firmNOG,0XRR3@NOG"	08K9K|4.76549122381e-07|31.916425705	S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.248|SAMN05216182_0153	632518.Calow_1988	2.90E-48	159					bactNOG[38]	"05DNE@bactNOG,0ER6H@cloNOG,0NEJ7@firmNOG,COG5464@NOG"	05DNE|8.5062064916e-55|187.827484131	S	Transposase
fig|31899.10.peg.251|SAMN05216182_0154	521460.Athe_2678	8.10E-66	206.6					bactNOG[38]	"0683T@bactNOG,0XVAD@NOG"	0683T|7.81409005877e-47|160.182601929	S	NA
fig|31899.10.peg.252	243274.TM0047	4.40E-59	191.5			K07496		bactNOG[38]	"08K3X@bactNOG,1CH6I@therNOG,COG0675@NOG"	08K3X|3.88528804303e-45|155.671310425	L	"Transposase, IS605 OrfB family"
fig|31899.10.peg.254	521460.Athe_2322	2.70E-30	89.3					bactNOG[38]	"07DY5@bactNOG,0F2GA@cloNOG,0NYWQ@firmNOG,COG1943@NOG"	07DY5|6.76850222118e-21|77.7424850464	L	Pfam:Transposase_17
fig|31899.10.peg.255	521460.Athe_2651	1.50E-51	165.5					bactNOG[38]	"06BM4@bactNOG,0EP4G@cloNOG,0NDIV@firmNOG,0XPNI@NOG"	06BM4|2.8300622389e-31|111.778938293	S	Domain of unknown function (DUF1848)
fig|31899.10.peg.257|SAMN05216182_0158	521460.Athe_2682	2.80E-296	970.7			K13052		bactNOG[38]	"08WDZ@bactNOG,0EZUN@cloNOG,0NV9T@firmNOG,11JWI@NOG"	08WDZ|5.5492437977e-200|667.515441895	L	crispr-associated protein
fig|31899.10.peg.259	632292.Calhy_2562	5.60E-74	239.8			K06921		bactNOG[38]	"05EM3@bactNOG,0EQJ0@cloNOG,0NDSX@firmNOG,0XSDB@NOG"	05EM3|7.1940446187e-42|146.669219971	S	ATPase AAA superfamily
fig|31899.10.peg.260|SAMN05216182_0160	521460.Athe_2684	0	1023			K06921		bactNOG[38]	"05EM3@bactNOG,0EQJ0@cloNOG,0NDSX@firmNOG,0XSDB@NOG"	05EM3|3.49498908141e-149|500.438110352	S	ATPase AAA superfamily
fig|31899.10.peg.272|SAMN05216182_0164	632335.Calkr_0763	1.30E-23	74.3	BAS1613				bactNOG[38]	"08IE2@bactNOG,0F71A@cloNOG,0P670@firmNOG,COG1782@NOG"	08IE2|2.0518054754e-44|146.858337402	S	Beta-lactamase domain protein
fig|31899.10.peg.274|SAMN05216182_0166	521460.Athe_2689	0	1250.5					bactNOG[38]	"06SXA@bactNOG,0ERD3@cloNOG,0NH0J@firmNOG,COG0443@NOG"	06SXA|4.37042782918e-229|765.528137207	O	heat shock protein 70
fig|31899.10.peg.276	351627.Csac_1688	2.90E-57	182.7	CSAC_0045				bactNOG[38]	"069VU@bactNOG,0EYZ0@cloNOG,0NS57@firmNOG,121NN@NOG"	069VU|1.47844880149e-45|158.627426147	L	transposase (IS4 family) protein
fig|31899.10.peg.277	351627.Csac_1689	2.30E-34	106.2	CSAC_0045				bactNOG[38]	"069VU@bactNOG,0EYZ0@cloNOG,0NS57@firmNOG,121NN@NOG"	069VU|1.43592084235e-24|89.7269134521	L	transposase (IS4 family) protein
fig|31899.10.peg.278	351627.Csac_1689	1.30E-45	142.8	CSAC_0045				bactNOG[38]	"069VU@bactNOG,0EYZ0@cloNOG,0NS57@firmNOG,121NN@NOG"	069VU|2.08515451022e-30|108.892929077	L	transposase (IS4 family) protein
fig|31899.10.peg.280|SAMN05216182_0170	638303.Thal_0189	6.00E-54	171.8			K20074		bactNOG[38]	"02FK3@aquNOG,081KJ@bactNOG,COG0631@NOG"	081KJ|2.98497062752e-74|252.476272583	T	protein serine threonine phosphatase
fig|31899.10.peg.281|SAMN05216182_0171	521460.Athe_2693	5.00E-112	357.9					bactNOG[38]	"07KQU@bactNOG,0P1UV@firmNOG,0ZQV5@NOG"	07KQU|1.23927153749e-70|235.66633606	T	FHA
fig|31899.10.peg.282|SAMN05216182_0172	521460.Athe_2694	5.50E-134	439.2	NRDG		K04068		bactNOG[38]	"08RDD@bactNOG,0ESGH@cloNOG,0NICQ@firmNOG,COG0602@NOG"	08RDD|1.10575139245e-50|175.539520264	O	"Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine (By similarity)"
fig|31899.10.peg.283|SAMN05216182_0173	521460.Athe_2695	0	1358.6					bactNOG[38]	"05R4H@bactNOG,0EZJH@cloNOG,0NG01@firmNOG,COG0542@NOG"	05R4H|1.96455025314e-228|762.981811523	O	ATPase aaa-2 domain protein
fig|31899.10.peg.285|SAMN05216182_0175	521460.Athe_2697	0	1545					bactNOG[38]	"09088@bactNOG,0F1EG@cloNOG,0NQUV@firmNOG,COG0515@NOG"	09088|2.45648290441e-135|454.156738281	T	serine threonine protein kinase
fig|31899.10.peg.287|SAMN05216182_0177	521460.Athe_2699	2.20E-144	467.3					bactNOG[38]	"05Y0R@bactNOG,0F2DI@cloNOG,0NYU2@firmNOG,125S4@NOG"	05Y0R|3.4817827571e-111|372.676208496	S	NA
fig|31899.10.peg.288|SAMN05216182_0178	521460.Athe_2700	2.10E-260	852.8			K19140		bactNOG[38]	"08Y27@bactNOG,0EUSR@cloNOG,0NN24@firmNOG,COG1332@NOG"	08Y27|9.50327070471e-126|423.216369629	L	"CRISPR-associated RAMP protein, Csm5 family"
fig|31899.10.peg.289|SAMN05216182_0179	521460.Athe_2701	1.10E-228	749.5	CSM4		K19139		bactNOG[38]	"08T47@bactNOG,0ETSV@cloNOG,0NHZP@firmNOG,COG1567@NOG"	08T47|4.2711278972e-96|324.730224609	L	"CRISPR-associated RAMP protein, Csm4 family"
fig|31899.10.peg.290|SAMN05216182_0180	521460.Athe_2702	1.00E-180	591.2	CSM3		K09002		bactNOG[38]	"08W8W@bactNOG,0ESFE@cloNOG,0NHIF@firmNOG,COG1337@NOG"	08W8W|6.06251937837e-85|287.588195801	L	"CRISPR-associated RAMP protein, Csm3 family"
fig|31899.10.peg.291|SAMN05216182_0181	521460.Athe_2703	2.80E-92	294.7			K19138		bactNOG[38]	"06029@bactNOG,0EWDR@cloNOG,0NPN0@firmNOG,128T2@NOG"	06029|2.24986946387e-68|231.573471069	L	"crispr-associated protein, csm2 family"
fig|31899.10.peg.292|SAMN05216182_0182	521460.Athe_2704	0	1915.5	CSM1	"GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K07016		bactNOG[38]	"0695F@bactNOG,0ERRD@cloNOG,0NEG7@firmNOG,COG1353@NOG"	0695F|2.22024876117e-205|687.593933105	L	"Crispr-associated protein, Csm1 family"
fig|31899.10.peg.294	986075.CathTA2_3105	1.80E-24	74.5					bactNOG[38]	"050A0@bacNOG,05SG2@bactNOG,0NN2Y@firmNOG,COG0675@NOG"	05SG2|7.25722379065e-24|87.5055465698	L	Transposase
fig|31899.10.peg.295|SAMN05216182_0184	632292.Calhy_0470	9.40E-96	312	LEBU_0481		K07491		bactNOG[38]	"08VIJ@bactNOG,0ESQV@cloNOG,0NI58@firmNOG,COG1943@NOG"	08VIJ|5.7911570014e-63|214.322036743	L	Transposase
fig|31899.10.peg.297|SAMN05216182_0186	351627.Csac_0073	3.70E-33	100.4					bactNOG[38]	"079EQ@bactNOG,0F31Y@cloNOG,0NZMI@firmNOG,0YV61@NOG"	079EQ|7.70093627827e-25|90.2037811279	S	NA
fig|31899.10.peg.298	351627.Csac_0073	1.80E-25	75.6					bactNOG[38]	"079EQ@bactNOG,0F31Y@cloNOG,0NZMI@firmNOG,0YV61@NOG"	079EQ|5.81787177744e-16|61.4046134949	S	NA
fig|31899.10.peg.306|SAMN05216182_0191	521460.Athe_2712	9.00E-179	585.2					bactNOG[38]	"05ERM@bactNOG,0EQQF@cloNOG,0NFXB@firmNOG,COG0616@NOG"	05ERM|1.25069176168e-102|346.149169922	"O, U"	Periplasmic serine protease
fig|31899.10.peg.307|SAMN05216182_0192	632518.Calow_2221	6.50E-151	495.3			K07059		bactNOG[38]	"05NDA@bactNOG,COG0705@NOG"	05NDA|3.15361530375e-84|286.732818604	S	Rhomboid family
fig|31899.10.peg.309	351627.Csac_0044	7.40E-24	70.8			K13052		bactNOG[38]	"08WDZ@bactNOG,0EZUN@cloNOG,0NV9T@firmNOG,11JWI@NOG"	08WDZ|1.23063761536e-11|47.282371521	L	crispr-associated protein
fig|31899.10.peg.310|SAMN05216182_0194	521460.Athe_2714	0	1082.8			K19143		bactNOG[38]	"08KMF@bactNOG,0ERH5@cloNOG,0NGX3@firmNOG,0ZQT4@NOG"	08KMF|1.42399425832e-238|795.314941406	L	"crispr-associated protein, mj1666 family"
fig|31899.10.peg.311|SAMN05216182_0195	521460.Athe_2715	8.40E-88	282.3					bactNOG[38]	"05NBB@bactNOG,0EVA0@cloNOG,0NN7Z@firmNOG,11VKP@NOG"	05NBB|4.80989277975e-55|187.936294556	S	NA
fig|31899.10.peg.312|SAMN05216182_0196	521460.Athe_2716	6.60E-60	187.7					bactNOG[38]	"06EB1@bactNOG,0NRWK@firmNOG,0Y5AW@NOG"	06EB1|1.801283605e-28|101.317581177	S	NA
fig|31899.10.peg.314	351627.Csac_0047	2.80E-59	191.8					bactNOG[38]	"06BM4@bactNOG,0EP4G@cloNOG,0NDIV@firmNOG,0XPNI@NOG"	06BM4|2.81306929187e-33|118.392166138	S	Domain of unknown function (DUF1848)
fig|31899.10.peg.316	351627.Csac_0047	5.20E-37	117.6					bactNOG[38]	"06BM4@bactNOG,0EP4G@cloNOG,0NDIV@firmNOG,0XPNI@NOG"	06BM4|2.26224218848e-28|102.275184631	S	Domain of unknown function (DUF1848)
fig|31899.10.peg.323|SAMN05216182_0198	521460.Athe_2718	1.90E-64	202.1					bactNOG[38]	"0683T@bactNOG,0XVAD@NOG"	0683T|3.3996260264e-45|154.944610596	S	NA
fig|31899.10.peg.328|SAMN05216182_0201	521460.Athe_2722	0	1483.6			K05970		bactNOG[38]	"05DM8@bactNOG,0ER33@cloNOG,0NFP3@firmNOG,0XQ2Q@NOG"	05DM8|5.25117684907e-214|716.664733887	S	sialic acid-specific 9-O-acetylesterase
fig|31899.10.peg.329|SAMN05216182_0202	521460.Athe_2723	1.30E-183	600.2					bactNOG[38]	"05EBN@bactNOG,0EQEY@cloNOG,0NEYX@firmNOG,COG0726@NOG"	05EBN|2.40431050109e-102|344.808349609	G	polysaccharide deacetylase
fig|31899.10.peg.330|SAMN05216182_0203	521460.Athe_2724	1.90E-289	950.6					bactNOG[38]	"08K30@bactNOG,0EQJE@cloNOG,0NF0S@firmNOG,COG3693@NOG"	08K30|6.22400140582e-130|437.618438721	G	hydrolase family 10
fig|31899.10.peg.331|SAMN05216182_0205	521460.Athe_2726	0	1656.6	RECD		K03581		bactNOG[38]	"05C7H@bactNOG,0ENYB@cloNOG,0NDDR@firmNOG,COG0507@NOG"	05C7H|5.6449983568e-205|686.55480957	L	"Helicase, RecD TraA family"
fig|31899.10.peg.332|SAMN05216182_0206	521460.Athe_2727	9.50E-116	373					bactNOG[38]	"069IC@bactNOG,0EXRG@cloNOG,0NRZU@firmNOG,0XYF3@NOG"	069IC|1.02121313101e-70|240.344940186	S	NA
fig|31899.10.peg.333|SAMN05216182_0207	608506.COB47_2293	4.40E-32	95					bactNOG[38]	"07FHI@bactNOG,0F3DG@cloNOG,0P10J@firmNOG,0ZIXX@NOG"	07FHI|2.9219554993e-29|103.494506836	S	NA
fig|31899.10.peg.336|SAMN05216182_0210	521460.Athe_2731	2.10E-98	320.1	SPOVAC		K06405		bactNOG[38]	"090VF@bactNOG,0ET8S@cloNOG,0NJBH@firmNOG,11PFY@NOG"	090VF|3.0982405761e-61|208.711502075	S	Stage v sporulation protein ac
fig|31899.10.peg.337|SAMN05216182_0211	521460.Athe_2732	8.80E-230	754.6	SPOVAD		K06406		bactNOG[38]	"05CZ3@bactNOG,0ENTC@cloNOG,0ND9W@firmNOG,0XNPK@NOG"	05CZ3|3.13504345745e-144|482.601531982	S	stage V sporulation protein ad
fig|31899.10.peg.338|SAMN05216182_0212	521460.Athe_2733	2.00E-72	234.2	SPOVAE		K06407		bactNOG[38]	"05M6I@bactNOG,0EU9C@cloNOG,0NM2X@firmNOG,11UXX@NOG"	05M6I|2.36035185371e-50|172.416305542	S	Stage v sporulation protein ae
fig|31899.10.peg.339	632292.Calhy_2590	1.50E-49	156.5					bactNOG[38]	"05NBB@bactNOG,0EVA0@cloNOG,0NN7Z@firmNOG,11VKP@NOG"	05NBB|7.67492245415e-29|103.220489502	S	NA
fig|31899.10.peg.343|SAMN05216182_0217	521460.Athe_2738	1.60E-50	161.5	SPOVS		K06416		bactNOG[38]	"05MCT@bactNOG,0NKQB@firmNOG,COG2359@NOG"	05MCT|2.30724495085e-38|132.776412964	S	stage V sporulation protein S
fig|31899.10.peg.345|SAMN05216182_0219	644282.Deba_0792	2.20E-118	390.2					bactNOG[38]	"05BZU@bactNOG,0GB1D@delNOG,0HCJH@dproNOG,16PBJ@proNOG,COG2202@NOG,COG5001@NOG"	0HCJH|1.18423594913e-208|688.11505127	T	Diguanylate cyclase phosphodiesterase with PAS PAC sensor(S)
fig|31899.10.peg.346|SAMN05216182_0220	521460.Athe_2741	1.20E-221	723.7					bactNOG[38]	"05PGC@bactNOG,0NM1H@firmNOG,11XR6@NOG"	05PGC|8.34151352288e-104|349.47756958	S	NA
fig|31899.10.peg.347|SAMN05216182_0221	521460.Athe_2742	2.80E-301	989.8					bactNOG[38]	"05D15@bactNOG,0EPRE@cloNOG,0NE5B@firmNOG,0XPEF@NOG"	05D15|4.26210480009e-125|420.925964355	S	transcriptional regulator protein-like protein
fig|31899.10.peg.349|SAMN05216182_0223	373903.Hore_00480	1.80E-30	98.3			"K02660,K03406"		bactNOG[38]	"05C8Q@bactNOG,0ER1B@cloNOG,0NDH9@firmNOG,COG0840@NOG"	0ER1B|5.92459903165e-48|165.4140625	S	Methyl-accepting chemotaxis
fig|31899.10.peg.350|SAMN05216182_0224	632292.Calhy_2600	9.70E-173	568.3					bactNOG[38]	"05K4I@bactNOG,0EWKE@cloNOG,0NJAZ@firmNOG,COG2340@NOG"	05K4I|4.5723560179e-26|95.4372634888	Q	Scp-like extracellular
fig|31899.10.peg.351|SAMN05216182_0225	521460.Athe_2746	4.20E-187	614	TTDA		K01677	FUM	bactNOG[38]	"08JSW@bactNOG,0F7F4@cloNOG,0P6QR@firmNOG,COG1951@NOG"	08JSW|8.59341906619e-119|398.870361328	C	"Hydrolyase, Fe-S type, tartrate fumarate subfamily, alpha subunit"
fig|31899.10.peg.352|SAMN05216182_0226	521460.Athe_2747	6.80E-132	427					bactNOG[38]	"06AQK@bactNOG,0EXP3@cloNOG,0NSFS@firmNOG,126E4@NOG"	06AQK|2.12514314772e-81|276.025024414	S	colicin v production
fig|31899.10.peg.354|SAMN05216182_0228	521460.Athe_2749	2.70E-239	787.2			K07315		bactNOG[38]	"08MJI@bactNOG,0ESI2@cloNOG,0NI7S@firmNOG,COG2208@NOG"	08MJI|1.4784838136e-59|205.250350952	T	response regulator
fig|31899.10.peg.355|SAMN05216182_0229	521460.Athe_2750	1.40E-108	352.7					bactNOG[38]	"05MCQ@bactNOG,0EU2X@cloNOG,0NKN9@firmNOG,11U8H@NOG"	05MCQ|3.43620989867e-48|166.646408081	S	NA
fig|31899.10.peg.356|SAMN05216182_0230	521460.Athe_2751	2.40E-174	574.4	PARB	"GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005694,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464,GO:0060187,GO:0071944"	K03497		bactNOG[38]	"05FA0@bactNOG,0EPUJ@cloNOG,0NDJP@firmNOG,COG1475@NOG"	05FA0|1.7326535116e-93|316.738861084	K	parb-like partition protein
