TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG0078	fig|1121259.3.peg.1479	399	1121259.3	2	fig|1121259.3.peg.1479,fig|632335.8.peg.2788	0	-	2	1121259.3;632335.8	1479	-	-	-	-	-	-	-	2788	-	-	-	Uncharacterized MFS-type transporter	1.0	Counter({'Uncharacterized MFS-type transporter': 2})
TAG0079	fig|1121259.3.peg.1490	37	1121259.3	1	fig|1121259.3.peg.1490	0	-	1	1121259.3	1490	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0080	fig|1121259.3.peg.1491	49	1121259.3	3	fig|1121259.3.peg.1491,fig|351627.8.peg.43,fig|608506.3.peg.2482	0	-	3	1121259.3;351627.8;608506.3	1491	-	-	-	-	43	2482	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG0081	fig|1121259.3.peg.1492	127	1121259.3	1	fig|1121259.3.peg.1492	0	-	1	1121259.3	1492	-	-	-	-	-	-	-	-	-	-	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG0082	fig|1121259.3.peg.1493	60	1121259.3	1	fig|1121259.3.peg.1493	0	-	1	1121259.3	1493	-	-	-	-	-	-	-	-	-	-	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG0083	fig|1121259.3.peg.1494	85	1121259.3	1	fig|1121259.3.peg.1494	0	-	1	1121259.3	1494	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0084	fig|1121259.3.peg.1495	77	1121259.3	1	fig|1121259.3.peg.1495	0	-	1	1121259.3	1495	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0085	fig|1121259.3.peg.1496	55	1121259.3	1	fig|1121259.3.peg.1496	0	-	1	1121259.3	1496	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0086	fig|1121259.3.peg.1500	43	1121259.3	1	fig|1121259.3.peg.1500	0	-	1	1121259.3	1500	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0087	fig|1121259.3.peg.1504	40	1121259.3	1	fig|1121259.3.peg.1504	0	-	1	1121259.3	1504	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0088	fig|1121259.3.peg.1505	277	1121259.3	6	fig|1121259.3.peg.1505,fig|1214564.3.peg.1789,fig|1387555.3.peg.179,fig|31899.10.peg.2874|SAMN05216182_2622,fig|31899.10.peg.477|SAMN05216182_0348,fig|351627.8.peg.2642|Csac_2450	0	-	5	1121259.3;1214564.3;1387555.3;31899.10;351627.8	1505	1789	179	-	2874_2622,477_0348	2642_2450	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 6})
TAG0089	fig|1121259.3.peg.1516	104	1121259.3	2	fig|1121259.3.peg.1516,fig|632335.8.peg.217	0	-	2	1121259.3;632335.8	1516	-	-	-	-	-	-	-	217	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0090	fig|1121259.3.peg.1517	45	1121259.3	1	fig|1121259.3.peg.1517	0	-	1	1121259.3	1517	-	-	-	-	-	-	-	-	-	-	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG0091	fig|1121259.3.peg.1518	49	1121259.3	4	fig|1121259.3.peg.1518,fig|608506.3.peg.2417,fig|632335.8.peg.2746,fig|632516.3.peg.458	0	-	4	1121259.3;608506.3;632335.8;632516.3	1518	-	-	-	-	-	2417	-	2746	-	458	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	0.75	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 3, 'hypothetical protein': 1})
TAG0092	fig|1121259.3.peg.1519	77	1121259.3	1	fig|1121259.3.peg.1519	0	-	1	1121259.3	1519	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0093	fig|1121259.3.peg.1520	47	1121259.3	1	fig|1121259.3.peg.1520	0	-	1	1121259.3	1520	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0094	fig|1121259.3.peg.1521	668	1121259.3	1	fig|1121259.3.peg.1521	0	-	1	1121259.3	1521	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0095	fig|1121259.3.peg.1522	52	1121259.3	1	fig|1121259.3.peg.1522	0	-	1	1121259.3	1522	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0096	fig|1121259.3.peg.1523	47	1121259.3	1	fig|1121259.3.peg.1523	0	-	1	1121259.3	1523	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0097	fig|1121259.3.peg.1524	40	1121259.3	1	fig|1121259.3.peg.1524	0	-	1	1121259.3	1524	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0098	fig|1121259.3.peg.1525	131	1121259.3	1	fig|1121259.3.peg.1525	0	-	1	1121259.3	1525	-	-	-	-	-	-	-	-	-	-	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG0099	fig|1121259.3.peg.1534	161	1121259.3	1	fig|1121259.3.peg.1534	0	-	1	1121259.3	1534	-	-	-	-	-	-	-	-	-	-	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG0100	fig|1121259.3.peg.1535	57	1121259.3	1	fig|1121259.3.peg.1535	0	-	1	1121259.3	1535	-	-	-	-	-	-	-	-	-	-	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG0101	fig|1121259.3.peg.1546	47	1121259.3	1	fig|1121259.3.peg.1546	0	-	1	1121259.3	1546	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0102	fig|1121259.3.peg.1556	65	1121259.3	1	fig|1121259.3.peg.1556	0	-	1	1121259.3	1556	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0103	fig|1121259.3.peg.1561	632	1121259.3	12	fig|1121259.3.peg.1561,fig|1214564.3.peg.1307,fig|1387555.3.peg.378,fig|1387557.3.peg.248,fig|31899.10.peg.362|SAMN05216182_0236,fig|351627.8.peg.2998|Csac_2770,fig|608506.3.peg.2522|COB47_2323,fig|632292.3.peg.2749|Calhy_2615,fig|632335.8.peg.2909|Calkr_2625,fig|632348.3.peg.2741|Calkro_2577,fig|632516.3.peg.376|CallaDRAFT_0376,fig|632518.3.peg.2422|Calow_2258	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1561	1307	378	248	362_0236	2998_2770	2522_2323	2749_2615	2909_2625	2741_2577	376_0376	2422_2258	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG	1.0	Counter({'tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmG': 12})
TAG0104	fig|1121259.3.peg.1569	47	1121259.3	1	fig|1121259.3.peg.1569	0	-	1	1121259.3	1569	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0105	fig|1121259.3.peg.1582	50	1121259.3	1	fig|1121259.3.peg.1582	0	-	1	1121259.3	1582	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0106	fig|1121259.3.peg.1585	44	1121259.3	1	fig|1121259.3.peg.1585	0	-	1	1121259.3	1585	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0107	fig|1121259.3.peg.1590	313	1121259.3	1	fig|1121259.3.peg.1590	0	-	1	1121259.3	1590	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0108	fig|1121259.3.peg.1591	59	1121259.3	2	fig|1121259.3.peg.1591,fig|1387557.3.peg.722	0	-	2	1121259.3;1387557.3	1591	-	-	722	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0109	fig|1121259.3.peg.1592	289	1121259.3	1	fig|1121259.3.peg.1592	0	-	1	1121259.3	1592	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0110	fig|1121259.3.peg.1593	329	1121259.3	1	fig|1121259.3.peg.1593	0	-	1	1121259.3	1593	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0111	fig|1121259.3.peg.1618	249	1121259.3	14	fig|1121259.3.peg.1618,fig|1387555.3.peg.204,fig|1387557.3.peg.749,fig|31899.10.peg.715|SAMN05216182_0558,fig|31899.10.peg.951|SAMN05216182_0781,fig|351627.8.peg.216|Csac_0182,fig|632292.3.peg.2252|Calhy_2149,fig|632335.8.peg.1942|Calkr_1801,fig|632335.8.peg.313|Calkr_0265,fig|632348.3.peg.2242|Calkro_2127,fig|632348.3.peg.2435|Calkro_2314,fig|632516.3.peg.1750|CallaDRAFT_1684,fig|632516.3.peg.1865|CallaDRAFT_1797,fig|632518.3.peg.419|Calow_0376	0	-	10	1121259.3;1387555.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	1618	-	204	749	715_0558,951_0781	216_0182	-	2252_2149	1942_1801,313_0265	2242_2127,2435_2314	1750_1684,1865_1797	419_0376	FIG00468846: hypothetical protein	0.571428571429	Counter({'FIG00468846: hypothetical protein': 8, 'Uncharacterized protein aq_aa25': 6})
TAG0112	fig|1121259.3.peg.1660	40	1121259.3	1	fig|1121259.3.peg.1660	0	-	1	1121259.3	1660	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0113	fig|1121259.3.peg.1662	294	1121259.3	2	fig|1121259.3.peg.1662,fig|632292.3.peg.2203|Calhy_2104	0	-	2	1121259.3;632292.3	1662	-	-	-	-	-	-	2203_2104	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0114	fig|1121259.3.peg.1663	410	1121259.3	1	fig|1121259.3.peg.1663	0	-	1	1121259.3	1663	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0115	fig|1121259.3.peg.1664	93	1121259.3	2	fig|1121259.3.peg.1664,fig|31899.10.peg.2068	0	-	2	1121259.3;31899.10	1664	-	-	-	2068	-	-	-	-	-	-	-	transposase, IS204/IS1001/IS1096/IS1165	0.5	Counter({'transposase, IS204/IS1001/IS1096/IS1165': 1, 'Mobile element protein': 1})
TAG0116	fig|1121259.3.peg.1665	100	1121259.3	1	fig|1121259.3.peg.1665	0	-	1	1121259.3	1665	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0117	fig|1121259.3.peg.1666	64	1121259.3	1	fig|1121259.3.peg.1666	0	-	1	1121259.3	1666	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0118	fig|1121259.3.peg.1677	45	1121259.3	1	fig|1121259.3.peg.1677	0	-	1	1121259.3	1677	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0119	fig|1121259.3.peg.1678	677	1121259.3	1	fig|1121259.3.peg.1678	0	-	1	1121259.3	1678	-	-	-	-	-	-	-	-	-	-	-	Diguanylate cyclase/phosphodiesterase domain 1 (GGDEF)	1.0	Counter({'Diguanylate cyclase/phosphodiesterase domain 1 (GGDEF)': 1})
TAG0120	fig|1121259.3.peg.1680	46	1121259.3	1	fig|1121259.3.peg.1680	0	-	1	1121259.3	1680	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0121	fig|1121259.3.peg.1720	145	1121259.3	2	fig|1121259.3.peg.1720,fig|632292.3.peg.1162	0	-	2	1121259.3;632292.3	1720	-	-	-	-	-	-	1162	-	-	-	-	ATPase (AAA+ superfamily)-like protein	0.5	Counter({'ATPase (AAA+ superfamily)-like protein': 1, 'hypothetical protein': 1})
TAG0122	fig|1121259.3.peg.1725	357	1121259.3	1	fig|1121259.3.peg.1725	0	-	1	1121259.3	1725	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0123	fig|1121259.3.peg.1726	237	1121259.3	2	fig|1121259.3.peg.1726,fig|608506.3.peg.1005|COB47_0923	0	-	2	1121259.3;608506.3	1726	-	-	-	-	-	1005_0923	-	-	-	-	-	CMP-N,N'-diacetyllegionaminic acid synthase (EC 2.7.7.82)	0.5	"Counter({""CMP-N,N'-diacetyllegionaminic acid synthase (EC 2.7.7.82)"": 1, 'hypothetical protein': 1})"
TAG0124	fig|1121259.3.peg.1728	195	1121259.3	1	fig|1121259.3.peg.1728	0	-	1	1121259.3	1728	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0125	fig|1121259.3.peg.1729	306	1121259.3	1	fig|1121259.3.peg.1729	0	-	1	1121259.3	1729	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0126	fig|1121259.3.peg.1730	384	1121259.3	2	fig|1121259.3.peg.1730,fig|608506.3.peg.1004|COB47_0922	0	-	2	1121259.3;608506.3	1730	-	-	-	-	-	1004_0922	-	-	-	-	-	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	0.5	Counter({'UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)': 1, 'UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183)': 1})
TAG0127	fig|1121259.3.peg.1731	221	1121259.3	1	fig|1121259.3.peg.1731	0	-	1	1121259.3	1731	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0128	fig|1121259.3.peg.1732	187	1121259.3	1	fig|1121259.3.peg.1732	0	-	1	1121259.3	1732	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0129	fig|1121259.3.peg.1733	330	1121259.3	1	fig|1121259.3.peg.1733	0	-	1	1121259.3	1733	-	-	-	-	-	-	-	-	-	-	-	UDP-glucose 4-epimerase (EC 5.1.3.2)	1.0	Counter({'UDP-glucose 4-epimerase (EC 5.1.3.2)': 1})
TAG0130	fig|1121259.3.peg.1735	619	1121259.3	3	fig|1121259.3.peg.1735,fig|608506.3.peg.1006|COB47_0924,fig|632516.3.peg.1826|CallaDRAFT_1758	0	-	3	1121259.3;608506.3;632516.3	1735	-	-	-	-	-	1006_0924	-	-	-	1826_1758	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG0131	fig|1121259.3.peg.1736	586	1121259.3	1	fig|1121259.3.peg.1736	0	-	1	1121259.3	1736	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0132	fig|1121259.3.peg.1738	198	1121259.3	2	fig|1121259.3.peg.1738,fig|1387555.3.peg.1804	0	-	2	1121259.3;1387555.3	1738	-	1804	-	-	-	-	-	-	-	-	-	Bll7230 protein	1.0	Counter({'Bll7230 protein': 2})
TAG0133	fig|1121259.3.peg.1739	66	1121259.3	1	fig|1121259.3.peg.1739	0	-	1	1121259.3	1739	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0134	fig|1121259.3.peg.1744	67	1121259.3	1	fig|1121259.3.peg.1744	0	-	1	1121259.3	1744	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0135	fig|1121259.3.peg.1772	605	1121259.3	1	fig|1121259.3.peg.1772	0	-	1	1121259.3	1772	-	-	-	-	-	-	-	-	-	-	-	Methyl-accepting chemotaxis protein	1.0	Counter({'Methyl-accepting chemotaxis protein': 1})
TAG0136	fig|1121259.3.peg.1777	38	1121259.3	1	fig|1121259.3.peg.1777	0	-	1	1121259.3	1777	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0137	fig|1121259.3.peg.1870	39	1121259.3	1	fig|1121259.3.peg.1870	0	-	1	1121259.3	1870	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0138	fig|1121259.3.peg.1876	46	1121259.3	1	fig|1121259.3.peg.1876	0	-	1	1121259.3	1876	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0139	fig|1121259.3.peg.1877	339	1121259.3	1	fig|1121259.3.peg.1877	0	-	1	1121259.3	1877	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0140	fig|1121259.3.peg.1885	65	1121259.3	2	fig|1121259.3.peg.1885,fig|632335.8.peg.452	0	-	2	1121259.3;632335.8	1885	-	-	-	-	-	-	-	452	-	-	-	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	1.0	Counter({'Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)': 2})
TAG0141	fig|1121259.3.peg.191	51	1121259.3	1	fig|1121259.3.peg.191	0	-	1	1121259.3	191	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0142	fig|1121259.3.peg.1915	67	1121259.3	2	fig|1121259.3.peg.1915,fig|608506.3.peg.2069	0	-	2	1121259.3;608506.3	1915	-	-	-	-	-	2069	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0143	fig|1121259.3.peg.1944	156	1121259.3	1	fig|1121259.3.peg.1944	0	-	1	1121259.3	1944	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0144	fig|1121259.3.peg.198	574	1121259.3	12	fig|1121259.3.peg.198,fig|1214564.3.peg.1227,fig|1214564.3.peg.254,fig|1387557.3.peg.1596,fig|351627.8.peg.2099|Csac_1919,fig|632292.3.peg.1456|Calhy_1370,fig|632335.8.peg.1036|Calkr_0927,fig|632335.8.peg.1468|Calkr_1346,fig|632335.8.peg.739,fig|632516.3.peg.2307|CallaDRAFT_2222,fig|632518.3.peg.1231|Calow_1146,fig|632518.3.peg.797|Calow_0732	0	-	8	1121259.3;1214564.3;1387557.3;351627.8;632292.3;632335.8;632516.3;632518.3	198	1227,254	-	1596	-	2099_1919	-	1456_1370	1036_0927,1468_1346,739	-	2307_2222	1231_1146,797_0732	hypothetical protein	1.0	Counter({'hypothetical protein': 12})
TAG0145	fig|1121259.3.peg.201	210	1121259.3	1	fig|1121259.3.peg.201	0	-	1	1121259.3	201	-	-	-	-	-	-	-	-	-	-	-	probable secreted protein homolog of yjcM/yhbB B. subtilis	1.0	Counter({'probable secreted protein homolog of yjcM/yhbB B. subtilis': 1})
TAG0146	fig|1121259.3.peg.2018	224	1121259.3	1	fig|1121259.3.peg.2018	0	-	1	1121259.3	2018	-	-	-	-	-	-	-	-	-	-	-	Heat shock protein GrpE	1.0	Counter({'Heat shock protein GrpE': 1})
TAG0147	fig|1121259.3.peg.2027	80	1121259.3	1	fig|1121259.3.peg.2027	0	-	1	1121259.3	2027	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0148	fig|1121259.3.peg.2032	42	1121259.3	2	fig|1121259.3.peg.2032,fig|608506.3.peg.1082	0	-	2	1121259.3;608506.3	2032	-	-	-	-	-	1082	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0149	fig|1121259.3.peg.2049	41	1121259.3	2	fig|1121259.3.peg.2049,fig|1214564.3.peg.2064	0	-	2	1121259.3;1214564.3	2049	2064	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0150	fig|1121259.3.peg.2054	908	1121259.3	8	fig|1121259.3.peg.2054,fig|1387555.3.peg.1240,fig|1387557.3.peg.1849,fig|31899.10.peg.2107|SAMN05216182_1888,fig|632292.3.peg.1233|Calhy_1151,fig|632335.8.peg.1746|Calkr_1615,fig|632348.3.peg.1193|Calkro_1125,fig|632516.3.peg.1576|CallaDRAFT_1516	0	-	8	1121259.3;1387555.3;1387557.3;31899.10;632292.3;632335.8;632348.3;632516.3	2054	-	1240	1849	2107_1888	-	-	1233_1151	1746_1615	1193_1125	1576_1516	-	helicase domain protein	0.875	Counter({'helicase domain protein': 7, 'Helicase-like': 1})
TAG0151	fig|1121259.3.peg.2059	210	1121259.3	1	fig|1121259.3.peg.2059	0	-	1	1121259.3	2059	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0152	fig|1121259.3.peg.206	159	1121259.3	12	fig|1121259.3.peg.206,fig|1214564.3.peg.2417,fig|1387555.3.peg.1551,fig|1387557.3.peg.1607,fig|31899.10.peg.1860|SAMN05216182_1649,fig|351627.8.peg.2107|Csac_1927,fig|351627.8.peg.551|Csac_0478,fig|632292.3.peg.1445|Calhy_1359,fig|632335.8.peg.1487|Calkr_1365,fig|632348.3.peg.1414|Calkro_1334,fig|632516.3.peg.154|CallaDRAFT_0153,fig|632518.3.peg.1244|Calow_1159	0	-	11	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	206	2417	1551	1607	1860_1649	2107_1927,551_0478	-	1445_1359	1487_1365	1414_1334	154_0153	1244_1159	Lipoprotein signal peptidase (EC 3.4.23.36)	1.0	Counter({'Lipoprotein signal peptidase (EC 3.4.23.36)': 12})
TAG0153	fig|1121259.3.peg.2060	402	1121259.3	1	fig|1121259.3.peg.2060	0	-	1	1121259.3	2060	-	-	-	-	-	-	-	-	-	-	-	Beta-glucanase precursor (EC 3.2.1.73)	1.0	Counter({'Beta-glucanase precursor (EC 3.2.1.73)': 1})
TAG0154	fig|1121259.3.peg.2061	1104	1121259.3	7	fig|1121259.3.peg.2061,fig|1387555.3.peg.429,fig|1387557.3.peg.340,fig|351627.8.peg.2746|Csac_2547,fig|608506.3.peg.81|COB47_0077,fig|632292.3.peg.67|Calhy_0061,fig|632348.3.peg.77|Calkro_0073	0	-	7	1121259.3;1387555.3;1387557.3;351627.8;608506.3;632292.3;632348.3	2061	-	429	340	-	2746_2547	81_0077	67_0061	-	77_0073	-	-	FIG00469293: hypothetical protein	0.857142857143	Counter({'FIG00469293: hypothetical protein': 6, 'hypothetical protein': 1})
TAG0155	fig|1121259.3.peg.2064	46	1121259.3	2	fig|1121259.3.peg.2064,fig|608506.3.peg.84	0	-	2	1121259.3;608506.3	2064	-	-	-	-	-	84	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0156	fig|1121259.3.peg.2069	37	1121259.3	1	fig|1121259.3.peg.2069	0	-	1	1121259.3	2069	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0157	fig|1121259.3.peg.2070	180	1121259.3	1	fig|1121259.3.peg.2070	0	-	1	1121259.3	2070	-	-	-	-	-	-	-	-	-	-	-	N-acetyl-D-glucosamine ABC transporter, permease protein 1	1.0	Counter({'N-acetyl-D-glucosamine ABC transporter, permease protein 1': 1})
TAG0158	fig|1121259.3.peg.2074	224	1121259.3	3	fig|1121259.3.peg.2074,fig|632292.3.peg.79|Calhy_0072,fig|632348.3.peg.92|Calkro_0089	0	-	3	1121259.3;632292.3;632348.3	2074	-	-	-	-	-	-	79_0072	-	92_0089	-	-	Beta-phosphoglucomutase (EC 5.4.2.6)	1.0	Counter({'Beta-phosphoglucomutase (EC 5.4.2.6)': 3})
TAG0159	fig|1121259.3.peg.2080	281	1121259.3	2	fig|1121259.3.peg.2080,fig|632292.3.peg.87|Calhy_0080	0	-	2	1121259.3;632292.3	2080	-	-	-	-	-	-	87_0080	-	-	-	-	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)': 2})
TAG0160	fig|1121259.3.peg.2082	262	1121259.3	3	fig|1121259.3.peg.2082,fig|632292.3.peg.89|Calhy_0082,fig|632348.3.peg.103|Calkro_0099	0	-	3	1121259.3;632292.3;632348.3	2082	-	-	-	-	-	-	89_0082	-	103_0099	-	-	Response regulator receiver protein	1.0	Counter({'Response regulator receiver protein': 3})
TAG0161	fig|1121259.3.peg.2083	592	1121259.3	3	fig|1121259.3.peg.2083,fig|632292.3.peg.90|Calhy_0083,fig|632348.3.peg.104|Calkro_0100	0	-	3	1121259.3;632292.3;632348.3	2083	-	-	-	-	-	-	90_0083	-	104_0100	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 3})
TAG0162	fig|1121259.3.peg.2086	59	1121259.3	1	fig|1121259.3.peg.2086	0	-	1	1121259.3	2086	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0163	fig|1121259.3.peg.2087	577	1121259.3	1	fig|1121259.3.peg.2087	0	-	1	1121259.3	2087	-	-	-	-	-	-	-	-	-	-	-	Chitinase (EC 3.2.1.14)	1.0	Counter({'Chitinase (EC 3.2.1.14)': 1})
TAG0164	fig|1121259.3.peg.2093	462	1121259.3	6	fig|1121259.3.peg.2093,fig|1214564.3.peg.1523,fig|1387557.3.peg.353,fig|351627.8.peg.2713|Csac_2516,fig|632292.3.peg.98|Calhy_0091,fig|632348.3.peg.112|Calkro_0108	0	-	6	1121259.3;1214564.3;1387557.3;351627.8;632292.3;632348.3	2093	1523	-	353	-	2713_2516	-	98_0091	-	112_0108	-	-	Xylose ABC transporter, substrate-binding component	1.0	Counter({'Xylose ABC transporter, substrate-binding component': 6})
TAG0165	fig|1121259.3.peg.2096	128	1121259.3	1	fig|1121259.3.peg.2096	0	-	1	1121259.3	2096	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0166	fig|1121259.3.peg.2097	51	1121259.3	1	fig|1121259.3.peg.2097	0	-	1	1121259.3	2097	-	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
