#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_012034.1	302429	304633	+	31771622	-	ATHE_RS01230	WP_015906869.1	734	peptidase domain-containing ABC transporter
chr	NC_012034.1	304630	306030	+	31771623	-	ATHE_RS01235	WP_015906870.1	466	HlyD family efflux transporter periplasmic adaptor subunit
chr	NC_012034.1	306103	306348	+	31771624	-	ATHE_RS01240	WP_015906871.1	81	hypothetical protein
chr	NC_012034.1	306366	306590	+	31771625	-	ATHE_RS01245	WP_015906872.1	74	hypothetical protein
chr	NC_012034.1	306924	307454	+	31771626	-	ATHE_RS01250	WP_015906873.1	176	CPBP family intramembrane metalloprotease
chr	NC_012034.1	308838	310040	+	31771628	-	ATHE_RS01260	WP_013429593.1	400	MULTISPECIES: IS21-like element ISCbe3 family transposase
chr	NC_012034.1	310061	310825	+	31771629	-	ATHE_RS01265	WP_015906876.1	254	AAA family ATPase
chr	NC_012034.1	313300	314661	-	31771632	-	ATHE_RS01280	WP_015906879.1	453	hypothetical protein
chr	NC_012034.1	314752	315591	-	31771633	-	ATHE_RS01285	WP_015906880.1	279	hypothetical protein
chr	NC_012034.1	315616	316581	-	31771634	-	ATHE_RS01290	WP_041726975.1	321	peptidase S8
chr	NC_012034.1	316977	317243	-	31771635	-	ATHE_RS01295	WP_015906882.1	88	hypothetical protein
chr	NC_012034.1	317246	317500	-	31771636	-	ATHE_RS01300	WP_015906883.1	84	hypothetical protein
chr	NC_012034.1	317602	317832	-	31771637	-	ATHE_RS01305	WP_015906884.1	76	hypothetical protein
chr	NC_012034.1	319224	319481	+	31771638	-	ATHE_RS01310	WP_013431220.1	85	MULTISPECIES: hypothetical protein
chr	NC_012034.1	319469	319930	+	31771639	-	ATHE_RS01315	WP_015906886.1	153	type II toxin-antitoxin system VapC family toxin
chr	NC_012034.1	320136	321281	+	31771640	-	ATHE_RS01320	WP_015906887.1	381	iron ABC transporter substrate-binding protein
chr	NC_012034.1	321310	322386	+	31771641	-	ATHE_RS01325	WP_015906888.1	358	iron ABC transporter permease
chr	NC_012034.1	322390	323154	+	31771642	-	ATHE_RS01330	WP_015906889.1	254	ABC transporter ATP-binding protein
chr	NC_012034.1	323192	323626	+	31771643	tsaA	ATHE_RS01335	WP_041726978.1	144	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO
chr	NC_012034.1	323650	324189	+	31771644	-	ATHE_RS01340	WP_015906891.1	179	formylmethanofuran dehydrogenase subunit E
chr	NC_012034.1	324165	324623	-	31771645	-	ATHE_RS01345	WP_015906892.1	152	DUF3842 family protein
chr	NC_012034.1	324742	326127	-	31771646	-	ATHE_RS01350	WP_015906893.1	461	sensor histidine kinase
chr	NC_012034.1	326124	326801	-	31771647	-	ATHE_RS01355	WP_015906894.1	225	DNA-binding response regulator
chr	NC_012034.1	327021	327317	+	31771648	-	ATHE_RS01360	WP_015906895.1	98	hypothetical protein
chr	NC_012034.1	330898	331590	-	31771652	-	ATHE_RS01385	WP_015906896.1	230	hypothetical protein
chr	NC_012034.1	333808	335157	-	31771655	-	ATHE_RS01400	WP_015906899.1	449	hypothetical protein
chr	NC_012034.1	335168	336103	-	31771656	-	ATHE_RS01405	WP_015906900.1	311	hypothetical protein
chr	NC_012034.1	336128	337093	-	31771657	-	ATHE_RS01410	WP_041726985.1	321	peptidase S8
chr	NC_012034.1	337492	337701	-	31771658	-	ATHE_RS01415	WP_041726989.1	69	hypothetical protein
chr	NC_012034.1	341130	342518	-	31771663	-	ATHE_RS01440	WP_015906902.1	462	hypothetical protein
chr	NC_012034.1	342619	343452	-	31771664	-	ATHE_RS01445	WP_015906903.1	277	hypothetical protein
chr	NC_012034.1	343477	344442	-	31771665	-	ATHE_RS01450	WP_041726994.1	321	peptidase S8
chr	NC_012034.1	345294	345824	+	31771666	-	ATHE_RS01455	WP_015906905.1	176	formylmethanofuran dehydrogenase subunit E
chr	NC_012034.1	345809	346255	-	31771667	-	ATHE_RS01460	WP_015906906.1	148	DUF3842 family protein
chr	NC_012034.1	346504	347571	+	31771668	-	ATHE_RS01465	WP_041726999.1	355	chemotaxis-specific protein-glutamate methyltransferase CheB
chr	NC_012034.1	347638	348189	-	31771669	-	ATHE_RS01470	WP_015906908.1	183	hypothetical protein
chr	NC_012034.1	348349	348654	+	31771670	-	ATHE_RS01475	WP_041727001.1	101	hypothetical protein
chr	NC_012034.1	348685	349323	+	31771671	-	ATHE_RS01480	WP_015906910.1	212	hypothetical protein
chr	NC_012034.1	349352	350080	+	31771672	-	ATHE_RS01485	WP_015906911.1	242	2-phosphosulfolactate phosphatase family protein
chr	NC_012034.1	350083	350643	+	31771673	-	ATHE_RS01490	WP_015906912.1	186	hypothetical protein
chr	NC_012034.1	350703	352664	+	31771674	-	ATHE_RS01495	WP_015906913.1	653	methionine--tRNA ligase
chr	NC_012034.1	352661	353425	+	31771675	-	ATHE_RS01500	WP_015906914.1	254	TatD family deoxyribonuclease
chr	NC_012034.1	353453	354046	+	31771676	-	ATHE_RS01505	WP_015906915.1	197	radical SAM protein
chr	NC_012034.1	354101	355339	+	31771677	-	ATHE_RS01510	WP_015906916.1	412	ATPase
chr	NC_012034.1	355344	355892	+	31771678	-	ATHE_RS01515	WP_015906917.1	182	hypothetical protein
chr	NC_012034.1	356356	357819	+	31771679	-	ATHE_RS01520	WP_015906918.1	487	PIG-L family deacetylase
chr	NC_012034.1	357826	358242	-	31771680	-	ATHE_RS01525	WP_013289631.1	138	MULTISPECIES: bifunctional nuclease family protein
chr	NC_012034.1	358314	360401	-	31771681	cadA	ATHE_RS01530	WP_015906919.1	695	cadmium-translocating P-type ATPase
chr	NC_012034.1	360421	360798	-	31771682	-	ATHE_RS01535	WP_015906920.1	125	ArsR family transcriptional regulator
chr	NC_012034.1	360994	362268	+	31771683	-	ATHE_RS01540	WP_015906921.1	424	glycosyltransferase
chr	NC_012034.1	362265	363092	+	31771684	-	ATHE_RS01545	WP_015906922.1	275	HAD-IIA family hydrolase
chr	NC_012034.1	363097	363729	+	31771685	-	ATHE_RS01550	WP_015906923.1	210	SOS response-associated peptidase
chr	NC_012034.1	363791	364735	+	31771686	-	ATHE_RS01555	WP_015906924.1	314	UDP-N-acetylenolpyruvoylglucosamine reductase
chr	NC_012034.1	364750	365622	+	31771687	-	ATHE_RS01560	WP_079504049.1	290	RNase adapter RapZ
chr	NC_012034.1	365624	366946	+	31771688	-	ATHE_RS01565	WP_041727004.1	440	YvcK family protein
chr	NC_012034.1	366987	367964	+	31771689	whiA	ATHE_RS01570	WP_015906927.1	325	DNA-binding protein WhiA
chr	NC_012034.1	367939	368277	+	31771690	-	ATHE_RS01575	WP_015906928.1	112	HPr family phosphocarrier protein
chr	NC_012034.1	368346	369587	+	31771691	-	ATHE_RS01580	WP_015906929.1	413	homocysteine methyltransferase
chr	NC_012034.1	369611	371428	+	31771692	-	ATHE_RS01585	WP_015906930.1	605	bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase
chr	NC_012034.1	372135	374339	+	31771693	-	ATHE_RS01590	WP_015906932.1	734	peptidase domain-containing ABC transporter
chr	NC_012034.1	374336	375736	+	31771694	-	ATHE_RS01595	WP_015906933.1	466	HlyD family efflux transporter periplasmic adaptor subunit
chr	NC_012034.1	375831	376016	+	31771695	-	ATHE_RS01600	WP_015906934.1	61	hypothetical protein
chr	NC_012034.1	376050	376271	+	31771696	-	ATHE_RS01605	WP_015906935.1	73	hypothetical protein
chr	NC_012034.1	376373	377161	+	31774133	-	ATHE_RS14060	WP_015906936.1	262	CPBP family intramembrane metalloprotease
chr	NC_012034.1	381110	381742	-	31771699	-	ATHE_RS01635	WP_015906937.1	210	hypothetical protein
chr	NC_012034.1	381735	383045	-	31771700	-	ATHE_RS01640	WP_079503999.1	436	hypothetical protein
chr	NC_012034.1	383892	386522	+	31771701	-	ATHE_RS01645	WP_015906940.1	876	hypothetical protein
chr	NC_012034.1	386552	389407	+	31771702	-	ATHE_RS01650	WP_015906941.1	951	DNA helicase UvrD
chr	NC_012034.1	389532	390227	+	31771703	-	ATHE_RS01655	WP_015906942.1	231	anaerobic ribonucleoside-triphosphate reductase activating protein
chr	NC_012034.1	390273	391538	+	31771704	-	ATHE_RS01660	WP_015906943.1	421	MFS transporter
chr	NC_012034.1	391645	392628	+	31771705	-	ATHE_RS01665	WP_015906944.1	327	LacI family transcriptional regulator
chr	NC_012034.1	392725	393768	+	31771706	-	ATHE_RS01670	WP_015906945.1	347	gfo/Idh/MocA family oxidoreductase
chr	NC_012034.1	393814	394752	+	31771707	-	ATHE_RS01675	WP_015906946.1	312	sugar phosphate isomerase/epimerase
chr	NC_012034.1	395064	401171	+	31771708	-	ATHE_RS01680	WP_015906947.1	2035	sugar-binding protein
chr	NC_012034.1	401175	401912	+	31771709	-	ATHE_RS01685	WP_015906948.1	245	hypothetical protein
chr	NC_012034.1	402051	402980	+	31771710	-	ATHE_RS01690	WP_079504000.1	309	RHS repeat-associated core domain-containing protein
chr	NC_012034.1	403042	403926	+	31771711	-	ATHE_RS01695	WP_015906950.1	294	hypothetical protein
chr	NC_012034.1	404085	404954	+	31771712	-	ATHE_RS01700	WP_015906951.1	289	hypothetical protein
chr	NC_012034.1	405020	405766	+	31774154	-	ATHE_RS14185	WP_015906952.1	248	hypothetical protein
chr	NC_012034.1	405771	406493	+	31771713	-	ATHE_RS01710	WP_015906953.1	240	hypothetical protein
chr	NC_012034.1	406633	407556	+	31774134	-	ATHE_RS14065	WP_079504001.1	307	RHS repeat-associated core domain-containing protein
chr	NC_012034.1	408060	408974	+	31771714	-	ATHE_RS01720	WP_015906955.1	304	hypothetical protein
chr	NC_012034.1	409290	410171	+	31771715	-	ATHE_RS01725	WP_015906956.1	293	hypothetical protein
chr	NC_012034.1	410734	411027	+	31771716	-	ATHE_RS01730	WP_015906958.1	97	hypothetical protein
chr	NC_012034.1	411024	411683	+	31771717	-	ATHE_RS01735	WP_049760234.1	219	hypothetical protein
chr	NC_012034.1	411945	413345	+	31771718	-	ATHE_RS01740	WP_015906960.1	466	AmmeMemoRadiSam system protein A
chr	NC_012034.1	413363	414211	+	31771719	amrS	ATHE_RS01745	WP_015906961.1	282	AmmeMemoRadiSam system radical SAM enzyme
chr	NC_012034.1	414233	415090	+	31771720	-	ATHE_RS01750	WP_015906962.1	285	TIGR00159 family protein
chr	NC_012034.1	415093	416325	+	31771721	-	ATHE_RS01755	WP_015906963.1	410	hypothetical protein
chr	NC_012034.1	416362	418146	+	31771722	-	ATHE_RS01760	WP_079504050.1	594	excinuclease ABC subunit UvrC
chr	NC_012034.1	418184	419119	+	31771723	-	ATHE_RS01765	WP_015906965.1	311	HPr kinase/phosphorylase
chr	NC_012034.1	419334	420116	+	31771724	-	ATHE_RS01770	WP_041727313.1	260	YhfC family intramembrane metalloprotease
chr	NC_012034.1	420133	420519	+	31771725	-	ATHE_RS01775	WP_015906967.1	128	GntR family transcriptional regulator
chr	NC_012034.1	420743	421717	+	31771726	-	ATHE_RS01780	WP_015906968.1	324	Rpn family recombination-promoting nuclease/putative transposase
chr	NC_012034.1	422067	422258	+	31771727	thiS	ATHE_RS01785	WP_015906969.1	63	sulfur carrier protein ThiS
chr	NC_012034.1	422312	423076	+	31771728	-	ATHE_RS01790	WP_015906970.1	254	thiazole synthase
chr	NC_012034.1	423117	424226	+	31771729	-	ATHE_RS01795	WP_015906971.1	369	2-iminoacetate synthase ThiH
chr	NC_012034.1	424223	424834	+	31771730	thiF	ATHE_RS01800	WP_015906972.1	203	sulfur carrier protein ThiS adenylyltransferase ThiF
chr	NC_012034.1	424827	425486	+	31771731	thiE	ATHE_RS01805	WP_015906973.1	219	thiamine phosphate synthase
chr	NC_012034.1	425493	426755	+	31771732	-	ATHE_RS01810	WP_015906974.1	420	phosphomethylpyrimidine synthase ThiC
chr	NC_012034.1	428626	429882	+	31774135	-	ATHE_RS14070	WP_015906975.1	418	hypothetical protein
chr	NC_012034.1	429924	430721	+	31771734	-	ATHE_RS01830	WP_015906976.1	265	hypothetical protein
chr	NC_012034.1	430790	431062	+	31771735	-	ATHE_RS01835	WP_015906977.1	90	hypothetical protein
chr	NC_012034.1	431109	431480	+	31771736	-	ATHE_RS01840	WP_015906978.1	123	hypothetical protein
chr	NC_012034.1	433060	433839	+	31771738	thiD	ATHE_RS01855	WP_015906980.1	259	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
chr	NC_012034.1	433894	434967	+	31771739	-	ATHE_RS01860	WP_015906981.1	357	tRNA guanosine(34) transglycosylase Tgt
chr	NC_012034.1	434974	436476	-	31771740	-	ATHE_RS01865	WP_015906982.1	500	hypothetical protein
chr	NC_012034.1	436685	437755	-	31771741	-	ATHE_RS01870	WP_015906983.1	356	hypothetical protein
chr	NC_012034.1	438413	439723	+	31771742	-	ATHE_RS01875	WP_041727023.1	436	hypothetical protein
chr	NC_012034.1	439730	440677	+	31771743	-	ATHE_RS01880	WP_015906986.1	315	glycosyltransferase
chr	NC_012034.1	440670	441101	+	31771744	-	ATHE_RS01885	WP_015906987.1	143	GtrA family protein
chr	NC_012034.1	442542	443537	-	31771746	-	ATHE_RS01895	WP_015906989.1	331	radical SAM protein
chr	NC_012034.1	443657	444022	+	31771747	yajC	ATHE_RS01900	WP_015906990.1	121	preprotein translocase subunit YajC
chr	NC_012034.1	444101	444949	+	31771748	-	ATHE_RS01905	WP_041727318.1	282	ribosomal RNA small subunit methyltransferase A
chr	NC_012034.1	445114	446880	+	31771749	-	ATHE_RS01910	WP_015906992.1	588	phosphoenolpyruvate carboxykinase (GTP)
chr	NC_012034.1	446949	448112	+	31771750	-	ATHE_RS01915	WP_015906993.1	387	hypothetical protein
chr	NC_012034.1	448119	449174	+	31771751	-	ATHE_RS01920	WP_015906994.1	351	mannose-1-phosphate guanylyltransferase
chr	NC_012034.1	449245	449874	+	31771752	-	ATHE_RS01925	WP_041727026.1	209	sporulation protein
chr	NC_012034.1	455572	456243	+	31771758	-	ATHE_RS01955	WP_015906996.1	223	beta-phosphoglucomutase family hydrolase
chr	NC_012034.1	456257	458524	+	31771759	-	ATHE_RS01960	WP_015906997.1	755	glycoside hydrolase family 65 protein
chr	NC_012034.1	458758	459984	+	31771760	-	ATHE_RS01965	WP_015906998.1	408	ABC transporter substrate-binding protein
chr	NC_012034.1	460084	460971	+	31771761	-	ATHE_RS01970	WP_015906999.1	295	sugar ABC transporter permease
chr	NC_012034.1	461015	461848	+	31771762	-	ATHE_RS01975	WP_015907000.1	277	carbohydrate ABC transporter permease
chr	NC_012034.1	461939	462958	+	31771763	-	ATHE_RS01980	WP_015907001.1	339	LacI family transcriptional regulator
chr	NC_012034.1	463030	465375	-	31771764	-	ATHE_RS01985	WP_015907002.1	781	glycoside hydrolase family 65 protein
chr	NC_012034.1	467296	468240	+	31771766	-	ATHE_RS01995	WP_015907004.1	314	hypothetical protein
chr	NC_012034.1	468262	468981	+	31771767	-	ATHE_RS02000	WP_015907005.1	239	hypothetical protein
chr	NC_012034.1	469694	470419	+	31771769	-	ATHE_RS02010	WP_015907008.1	241	hypothetical protein
chr	NC_012034.1	471155	472537	+	31771770	-	ATHE_RS02015	WP_015907009.1	460	hypothetical protein
chr	NC_012034.1	472662	473777	+	31771771	-	ATHE_RS02020	WP_015907010.1	371	hypothetical protein
chr	NC_012034.1	473777	474451	+	31771772	-	ATHE_RS02025	WP_015907011.1	224	hypothetical protein
chr	NC_012034.1	477174	477542	+	31771774	-	ATHE_RS02045	WP_015907013.1	122	hypothetical protein
chr	NC_012034.1	477544	478338	+	31771775	-	ATHE_RS02050	WP_015907014.1	264	bacteriocin
chr	NC_012034.1	478366	478920	+	31771776	-	ATHE_RS02055	WP_013431128.1	184	MULTISPECIES: rubrerythrin family protein
chr	NC_012034.1	479060	479392	+	31771777	-	ATHE_RS02060	WP_015907015.1	110	hypothetical protein
chr	NC_012034.1	479478	479729	+	31771778	-	ATHE_RS02065	WP_015907016.1	83	hypothetical protein
chr	NC_012034.1	479870	480136	+	31771779	-	ATHE_RS02070	WP_015907017.1	88	MULTISPECIES: hypothetical protein
chr	NC_012034.1	480265	481251	-	31771780	-	ATHE_RS02075	WP_015907018.1	328	glyceraldehyde 3-phosphate reductase
chr	NC_012034.1	481407	482633	-	31771781	-	ATHE_RS02080	WP_015907019.1	408	glycosyl transferase
chr	NC_012034.1	483441	483914	+	31771782	-	ATHE_RS02085	WP_015907020.1	157	cell division protein ZapA
chr	NC_012034.1	483901	484770	+	31771783	-	ATHE_RS02090	WP_041727032.1	289	metalloenzyme
chr	NC_012034.1	484794	487097	+	31771784	-	ATHE_RS02095	WP_015907022.1	767	U32 family peptidase
chr	NC_012034.1	487097	488209	+	31771785	ytvI	ATHE_RS02100	WP_041727319.1	370	sporulation integral membrane protein YtvI
chr	NC_012034.1	488221	490038	+	31771786	-	ATHE_RS02105	WP_015907024.1	605	DUF4445 domain-containing protein
chr	NC_012034.1	490031	490720	+	31771787	-	ATHE_RS02110	WP_015907025.1	229	TVP38/TMEM64 family protein
chr	NC_012034.1	490774	491496	+	31771788	-	ATHE_RS02115	WP_041727320.1	240	cell wall hydrolase
chr	NC_012034.1	491489	492880	+	31771789	-	ATHE_RS02120	WP_015907027.1	463	dipeptidase PepV
chr	NC_012034.1	492942	493568	-	31771790	-	ATHE_RS02125	WP_015907028.1	208	hypothetical protein
chr	NC_012034.1	493729	494271	+	31771791	-	ATHE_RS02130	WP_015907029.1	180	sigma-70 family RNA polymerase sigma factor
chr	NC_012034.1	494264	495652	+	31771792	-	ATHE_RS02135	WP_015907030.1	462	hypothetical protein
chr	NC_012034.1	495705	496013	+	31771793	-	ATHE_RS02140	WP_013431110.1	102	MULTISPECIES: anti-sigma factor antagonist
chr	NC_012034.1	496031	496387	+	31771794	-	ATHE_RS02145	WP_015907031.1	118	anti-sigma regulatory factor
chr	NC_012034.1	496392	497162	+	31771795	-	ATHE_RS02150	WP_015907032.1	256	SigB/SigF/SigG family RNA polymerase sigma factor
chr	NC_012034.1	497322	500795	+	31771796	-	ATHE_RS02155	WP_015907033.1	1157	S-layer protein
chr	NC_012034.1	500886	501140	+	31771797	-	ATHE_RS02160	WP_015907034.1	84	hypothetical protein
chr	NC_012034.1	501227	501589	+	31771798	queD	ATHE_RS02165	WP_015907035.1	120	6-carboxytetrahydropterin synthase QueD
chr	NC_012034.1	501586	502356	+	31771799	-	ATHE_RS02170	WP_015907036.1	256	GTP cyclohydrolase I FolE2
chr	NC_012034.1	502418	503857	+	31771800	-	ATHE_RS02175	WP_015907037.1	479	hypothetical protein
chr	NC_012034.1	503893	505059	+	31771801	-	ATHE_RS02180	WP_015907038.1	388	amidohydrolase, partial
chr	NC_012034.1	505081	505554	+	31771802	-	ATHE_RS02185	WP_015907039.1	157	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
chr	NC_012034.1	505535	506200	+	31771803	tsaB	ATHE_RS02190	WP_015907040.1	221	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
chr	NC_012034.1	506197	506640	+	31771804	rimI	ATHE_RS02195	WP_015907041.1	147	ribosomal-protein-alanine N-acetyltransferase
chr	NC_012034.1	506654	508303	-	31771805	-	ATHE_RS02200	WP_015907042.1	549	EAL domain-containing protein
chr	NC_012034.1	508491	510968	+	31771806	pulA	ATHE_RS02205	WP_015907043.1	825	type I pullulanase
chr	NC_012034.1	511043	512188	-	31771807	-	ATHE_RS02210	WP_015907044.1	381	DUF58 domain-containing protein
chr	NC_012034.1	512640	513401	+	31771809	-	ATHE_RS02220	WP_015907045.1	253	response regulator
chr	NC_012034.1	513391	514623	+	31771810	-	ATHE_RS02225	WP_015907046.1	410	HEAT repeat domain-containing protein
chr	NC_012034.1	514611	516005	+	31771811	-	ATHE_RS02230	WP_015907047.1	464	glycosyltransferase
chr	NC_012034.1	516075	516491	+	31771812	-	ATHE_RS02235	WP_015907048.1	138	hemerythrin
chr	NC_012034.1	516553	517818	-	31771813	-	ATHE_RS02240	WP_015907049.1	421	hypothetical protein
chr	NC_012034.1	517982	519337	+	31771814	-	ATHE_RS02245	WP_015907050.1	451	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
chr	NC_012034.1	519352	519735	+	31771815	-	ATHE_RS02250	WP_015907051.1	127	DUF1232 domain-containing protein
chr	NC_012034.1	519755	520237	+	31771816	-	ATHE_RS02255	WP_015907052.1	160	methylated-DNA-
chr	NC_012034.1	520269	521627	-	31771817	-	ATHE_RS02260	WP_015907053.1	452	beta-glucosidase
chr	NC_012034.1	521866	524238	-	31771818	-	ATHE_RS02265	WP_015907054.1	790	glycosyl transferase
chr	NC_012034.1	524264	526699	-	31771819	-	ATHE_RS02270	WP_015907055.1	811	glycosyl transferase
chr	NC_012034.1	526957	528180	+	31771820	-	ATHE_RS02275	WP_015907056.1	407	glycosyltransferase WbuB
chr	NC_012034.1	528197	529543	+	31771821	-	ATHE_RS02280	WP_015907057.1	448	sugar transferase
chr	NC_012034.1	530141	530617	-	31771822	-	ATHE_RS02285	WP_015907058.1	158	SsrA-binding protein
chr	NC_012034.1	530731	534150	-	31771823	-	ATHE_RS02290	WP_015907059.1	1139	serine/threonine protein kinase
chr	NC_012034.1	534336	535358	-	31771824	-	ATHE_RS02295	WP_015907060.1	340	aldo/keto reductase
chr	NC_012034.1	535355	537121	-	31771825	-	ATHE_RS02300	WP_015907061.1	588	ABC transporter ATP-binding protein
chr	NC_012034.1	537143	537895	-	31771826	cas6	ATHE_RS02305	WP_015907062.1	250	CRISPR-associated endoribonuclease Cas6
chr	NC_012034.1	538102	540291	+	31771827	-	ATHE_RS02310	WP_015907063.1	729	alpha-galactosidase
chr	NC_012034.1	540340	541158	+	31771828	-	ATHE_RS02315	WP_015907064.1	272	GNAT family N-acetyltransferase
chr	NC_012034.1	541284	541853	+	31771829	-	ATHE_RS02320	WP_015907065.1	189	hypothetical protein
chr	NC_012034.1	541840	542028	+	31771830	-	ATHE_RS02325	WP_041727037.1	62	hypothetical protein
chr	NC_012034.1	542442	543176	+	31771831	-	ATHE_RS02330	WP_015907067.1	244	SIMPL domain-containing protein
chr	NC_012034.1	543223	544434	-	31771832	hydF	ATHE_RS02335	WP_015907068.1	403	[FeFe] hydrogenase H-cluster maturation GTPase HydF [Caldicellulosiruptor bescii]
chr	NC_012034.1	544462	545847	-	31771833	-	ATHE_RS02340	WP_015907069.1	461	aspartate ammonia-lyase
chr	NC_012034.1	546961	547947	+	31771835	-	ATHE_RS02350	WP_015907071.1	328	hypothetical protein
chr	NC_012034.1	548044	548538	-	31771836	-	ATHE_RS02355	WP_015907072.1	164	rubrerythrin
