patric_id	KO	COG	COG_function
fig|31899.10.peg.608	"K00796,K13941,K18780,K18824,K18974"	H	dihydropteroate synthase
fig|31899.10.peg.609		S	Protein of unknown function (DUF3006)
fig|31899.10.peg.610	"K00950,K13940"	H	2-Amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
fig|31899.10.peg.611	K00059	S	Short-chain dehydrogenase reductase Sdr
fig|31899.10.peg.612		S	Pfam:DUF820
fig|31899.10.peg.614	"K03969,K11620"	"K, T"	Phage shock protein A
fig|31899.10.peg.615	K06382	T	stage ii sporulation protein e
fig|31899.10.peg.616	K06381	D	SpoIID LytB domain protein
fig|31899.10.peg.617		H	Inherit from COG: dihydropteroate synthase
fig|31899.10.peg.618		S	NA
fig|31899.10.peg.619	K11621	S	Inherit from NOG: Membrane
fig|31899.10.peg.620		S	NA
fig|31899.10.peg.621	"K01916,K01950"	H	Nad synthetase
fig|31899.10.peg.622		S	Protein of unknown function DUF86
fig|31899.10.peg.623		S	DNA Polymerase Beta Domain Protein Region
fig|31899.10.peg.624	K07720	T	"two component transcriptional regulator, arac family"
fig|31899.10.peg.625	K01192	G	beta-mannosidase EC 3.2.1.25
fig|31899.10.peg.626		L	transposase (IS4 family) protein
fig|31899.10.peg.627		G	glycoside hydrolase 15-related
fig|31899.10.peg.631	"K15521,K16150"	M	Glycosyl transferase (Group 1
fig|31899.10.peg.632	"K00966,K15669,K16881"	M	Nucleotidyl transferase
fig|31899.10.peg.633	K01179	G	Glycoside hydrolase family 5
fig|31899.10.peg.634		S	Protein of unknown function (DUF2089)
fig|31899.10.peg.635		S	NA
fig|31899.10.peg.637		S	Vanz family
fig|31899.10.peg.638		S	NA
fig|31899.10.peg.639	K03498	P	Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA (By similarity)
fig|31899.10.peg.641	K03499	P	potassium transporter peripheral membrane
fig|31899.10.peg.642	K03499	P	TrkA-N domain protein
fig|31899.10.peg.643	K06381	D	SpoIID LytB domain protein
fig|31899.10.peg.644	K07568	J	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA) (By similarity)
fig|31899.10.peg.645		S	NA
fig|31899.10.peg.646		S	Protein of unknown function (DUF2397)
fig|31899.10.peg.647		S	Protein of unknown function (DUF2398)
fig|31899.10.peg.648		S	chromosome segregation ATPase-like protein
fig|31899.10.peg.649		S	Protein of unknown function N-terminus (DUF3323)
fig|31899.10.peg.650	"K06147,K06148,K12292"	V	Abc transporter
fig|31899.10.peg.651	"K02022,K12293"	U	Transport protein ComB
fig|31899.10.peg.654	K07052	S	CAAX protease self-immunity
fig|31899.10.peg.657		L	Integrase core domain
fig|31899.10.peg.658		L	IstB domain-containing protein ATP-binding protein
fig|31899.10.peg.659		L	transposase (IS4 family) protein
fig|31899.10.peg.660		L	transposase (IS4 family) protein
fig|31899.10.peg.665		S	NA
fig|31899.10.peg.666	"K01342,K08651,K13274,K13275,K13276,K13277,K14645,K17734"	O	Peptidase S8 and S53 subtilisin kexin sedolisin
fig|31899.10.peg.673		S	PilT protein domain protein
fig|31899.10.peg.674	K02016	P	Periplasmic binding protein
fig|31899.10.peg.675	K02015	P	permease protein
fig|31899.10.peg.676	K02013	P	Abc transporter
fig|31899.10.peg.677		S	"Methyltransferase, YaeB family"
fig|31899.10.peg.678	K11261	C	"formylmethanofuran dehydrogenase, subunit E"
fig|31899.10.peg.679		S	NA
fig|31899.10.peg.680		T	Histidine kinase
fig|31899.10.peg.681	"K02483,K07665,K14983"	T	Two component transcriptional regulator (Winged helix family
fig|31899.10.peg.689		L	Transposase
fig|31899.10.peg.692		S	NA
fig|31899.10.peg.693		S	NA
fig|31899.10.peg.694	"K01342,K08651,K13274,K13275,K13276,K13277,K14645,K17734"	O	Peptidase S8 and S53 subtilisin kexin sedolisin
fig|31899.10.peg.697		S	NA
fig|31899.10.peg.698	"K01342,K08651,K13274,K13275,K13276,K13277,K14645,K17734"	O	Peptidase S8 and S53 subtilisin kexin sedolisin
fig|31899.10.peg.700		L	"Transposase, Mutator family"
fig|31899.10.peg.701		L	"Transposase, Mutator family"
fig|31899.10.peg.702		L	IstB domain-containing protein ATP-binding protein
fig|31899.10.peg.703		L	"Transposase, IS111A IS1328 IS1533"
fig|31899.10.peg.704		L	transposase IS116 IS110 IS902 family protein
fig|31899.10.peg.705		L	transposase IS116 IS110 IS902 family protein
fig|31899.10.peg.706	"K01990,K07487"	L	Transposase
fig|31899.10.peg.708		S	NA
fig|31899.10.peg.709	"K01342,K08651,K13274,K13275,K13276,K13277,K14645,K17734"	O	Peptidase S8 and S53 subtilisin kexin sedolisin
fig|31899.10.peg.710	K11261	C	"formylmethanofuran dehydrogenase, subunit E"
fig|31899.10.peg.711		S	NA
fig|31899.10.peg.712	K03412	T	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR (By similarity)
fig|31899.10.peg.714		S	NA
fig|31899.10.peg.715		S	Nucleotidyl transferase of unknown function (DUF1814)
fig|31899.10.peg.716	K05979	H	2-phosphosulfolactate phosphatase
fig|31899.10.peg.717		S	NA
fig|31899.10.peg.718	K01874	J	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation (By similarity)
fig|31899.10.peg.719	K03424	L	"Hydrolase, tatD family"
fig|31899.10.peg.720		S	radical SAM domain protein
fig|31899.10.peg.721		S	smc domain-containing protein
fig|31899.10.peg.722		S	NA
fig|31899.10.peg.723		S	lmbE family
fig|31899.10.peg.724	K08999	S	Pfam:DUF151
fig|31899.10.peg.725	K01534	P	p-type atpase
fig|31899.10.peg.726	K03892	K	"Transcriptional regulator, arsr family"
fig|31899.10.peg.727		M	Glycosyl transferase (Group 1
fig|31899.10.peg.728	"K01101,K01507,K02101,K02566"	G	"had-superfamily hydrolase, subfamily iia"
fig|31899.10.peg.729		S	Conserved protein
fig|31899.10.peg.730	K00075	M	Cell wall formation (By similarity)
fig|31899.10.peg.731	K06958	S	Displays ATPase and GTPase activities (By similarity)
fig|31899.10.peg.732		S	UPF0052 protein
fig|31899.10.peg.733	K09762	K	May be required for sporulation (By similarity)
fig|31899.10.peg.734	"K11184,K11189"	G	phosphocarrier protein (HPr
fig|31899.10.peg.735	"K00297,K00547,K00548"	E	Methylenetetrahydrofolate reductase
fig|31899.10.peg.736	"K00297,K00547"	E	Methylenetetrahydrofolate reductase
fig|31899.10.peg.738	"K06147,K06148,K12292"	V	Abc transporter
fig|31899.10.peg.739	"K02022,K12293"	U	Transport protein ComB
fig|31899.10.peg.742	K07052	S	CAAX amino terminal protease family protein
fig|31899.10.peg.744		L	transposase (IS4 family) protein
fig|31899.10.peg.746	K07493	L	Transposase
fig|31899.10.peg.747	K07493	L	Transposase
fig|31899.10.peg.748		S	NA
fig|31899.10.peg.749		S	NA
fig|31899.10.peg.751		L	UvrD REP helicase
fig|31899.10.peg.752	K04069	O	anaerobic ribonucleoside-triphosphate reductase activating protein
fig|31899.10.peg.753		G	Major Facilitator Superfamily protein
fig|31899.10.peg.754	"K01775,K02529,K05499"	K	"Transcriptional regulator, LacI family"
fig|31899.10.peg.755		S	Oxidoreductase domain protein
fig|31899.10.peg.756		G	Xylose Isomerase Domain-Containing protein
fig|31899.10.peg.757		M	YD repeat protein
fig|31899.10.peg.759		S	NA
fig|31899.10.peg.762		S	NA
fig|31899.10.peg.764		S	NA
fig|31899.10.peg.768		S	NA
fig|31899.10.peg.769		S	NA
fig|31899.10.peg.771	"K06990,K09141"	S	ammecr1 domain protein
fig|31899.10.peg.772	K04069	O	radical SAM domain protein
fig|31899.10.peg.773	K18672	S	TIGR00159 family
fig|31899.10.peg.774		S	ybbr family
fig|31899.10.peg.775	K03703	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision (By similarity)
fig|31899.10.peg.776	K06023	T	"Catalyzes the ATP- as well as the pyrophosphate- dependent phosphorylation of a specific serine residue in HPr, a phosphocarrier protein of the phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS). HprK P also catalyzes the pyrophosphate-producing, inorganic phosphate-dependent dephosphorylation (phosphorolysis) of seryl-phosphorylated HPr (P- Ser-HPr). The two antagonistic activities of HprK P are regulated by several intracellular metabolites, which change their concentration in response to the absence or presence of rapidly metabolisable carbon sources (glucose, fructose, etc.) in the growth medium. Therefore, by controlling the phosphorylation state of HPr, HPrK P is a sensor enzyme that plays a major role in the regulation of carbon metabolism and sugar transport it mediates carbon catabolite repression (CCR), and regulates PTS-catalyzed carbohydrate uptake and inducer exclusion (By similarity)"
fig|31899.10.peg.777		S	Membrane
fig|31899.10.peg.778	K07979	K	"Transcriptional regulator, GntR family"
fig|31899.10.peg.780		S	Transposase
fig|31899.10.peg.781	K03154	H	Thiamine biosynthesis protein thiS
fig|31899.10.peg.782	K03149	H	"Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S (By similarity)"
fig|31899.10.peg.783	K03150	H	biosynthesis protein thiH
fig|31899.10.peg.784	"K03148,K11996"	H	Thiamine biosynthesis protein ThiF
fig|31899.10.peg.785	K00788	H	Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP) (By similarity)
fig|31899.10.peg.786	K03147	H	Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction (By similarity)
fig|31899.10.peg.787		L	Transposase
fig|31899.10.peg.788		L	Transposase
fig|31899.10.peg.794		S	NA
fig|31899.10.peg.796	"K00868,K00941,K14153"	H	phosphomethylpyrimidine kinase
fig|31899.10.peg.797	K00773	J	"Exchanges the guanine residue with 7-aminomethyl-7- deazaguanine in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). After this exchange, a cyclopentendiol moiety is attached to the 7-aminomethyl group of 7-deazaguanine, resulting in the hypermodified nucleoside queuosine (Q) (7-(((4,5-cis- dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7-deazaguanosine) (By similarity)"
fig|31899.10.peg.798		S	NA
fig|31899.10.peg.799		S	NA
fig|31899.10.peg.801		S	NA
fig|31899.10.peg.802	K00721	M	Glycosyl Transferase
fig|31899.10.peg.803		S	gtra family
fig|31899.10.peg.804		S	NA
fig|31899.10.peg.805		S	radical SAM domain protein
fig|31899.10.peg.806	K03210	U	"preprotein translocase, subunit YajC"
fig|31899.10.peg.807	K02528	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)
fig|31899.10.peg.808	K01596	C	"Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP), the rate-limiting step in the metabolic pathway that produces glucose from lactate and other precursors derived from the citric acid cycle (By similarity)"
fig|31899.10.peg.810	"K00971,K01809,K16011"	M	Mannose-1-phosphate guanylyltransferase
fig|31899.10.peg.811		S	sporulation protein YunB
fig|31899.10.peg.812	"K01838,K07025"	J	HAD-superfamily hydrolase subfamily IA variant 3
fig|31899.10.peg.813	K10231	G	"hydrolase family 65, central catalytic"
fig|31899.10.peg.814	K02027	G	extracellular solute-binding protein family 1
fig|31899.10.peg.815	"K02025,K17245"	P	binding-protein-dependent transport systems inner membrane component
fig|31899.10.peg.816	K02026	P	"Binding-protein-dependent transport systems, inner membrane component"
fig|31899.10.peg.817	"K01775,K02529,K03604"	K	"Transcriptional regulator, LacI family"
fig|31899.10.peg.818	"K05342,K10231"	G	"hydrolase family 65, central catalytic"
fig|31899.10.peg.820	K07493	L	transposase mutator type
fig|31899.10.peg.825		S	NA
fig|31899.10.peg.826		S	NA
fig|31899.10.peg.829		S	NA
fig|31899.10.peg.831	K07493	L	Transposase
fig|31899.10.peg.832	K07493	L	Transposase
fig|31899.10.peg.834	"K05342,K10231"	G	"hydrolase family 65, central catalytic"
fig|31899.10.peg.835		S	NA
fig|31899.10.peg.836		S	linocin_m18 bacteriocin protein
fig|31899.10.peg.837		C	Rubrerythrin
fig|31899.10.peg.838		S	NA
fig|31899.10.peg.841	K19265	C	Aldo keto reductase family protein
fig|31899.10.peg.843		S	glycosyltransferase
fig|31899.10.peg.844	K09888	S	"Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division (By similarity)"
fig|31899.10.peg.845		S	metalloenzyme domain protein
fig|31899.10.peg.846	K08303	O	"peptidase, U32"
fig|31899.10.peg.847		S	Sporulation integral membrane protein ytvi
fig|31899.10.peg.848		C	Ferredoxin
fig|31899.10.peg.849		C	SNARE associated Golgi
fig|31899.10.peg.850	K01448	M	n-acetylmuramoyl-l-alanine amidase
fig|31899.10.peg.851	K01439	E	Dipeptidase
fig|31899.10.peg.852		S	Domain of unknown function DUF
fig|31899.10.peg.853	K03088	K	RNA Polymerase
fig|31899.10.peg.855	"K04749,K06378"	T	stage II sporulation protein
fig|31899.10.peg.856	K04757	T	anti-sigma regulatory factor serine threonine protein kinase
fig|31899.10.peg.857	"K03090,K03091"	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)
fig|31899.10.peg.858		S	s-layer domain-containing protein
fig|31899.10.peg.859		S	domain protein
fig|31899.10.peg.860	K01737	H	"6-carboxy-5,6,7,8-tetrahydropterin synthase"
fig|31899.10.peg.861	"K01495,K09007"	S	"Converts GTP to 7,8-dihydroneopterin triphosphate (By similarity)"
fig|31899.10.peg.863		Q	amidohydrolase
fig|31899.10.peg.864	"K06925,K07102"	S	"protein family UPF0079, ATPase"
fig|31899.10.peg.865	"K01409,K14742"	O	Peptidase M22 Glycoprotease
fig|31899.10.peg.866	K03789	S	ribosomal-protein-alanine acetyltransferase
fig|31899.10.peg.867		T	Diguanylate cyclase
fig|31899.10.peg.868	"K00700,K01200"	G	"pullulanase, type i"
fig|31899.10.peg.869		S	Protein of unknown function DUF58
fig|31899.10.peg.870		T	response regulator (Receiver
fig|31899.10.peg.872	"K00752,K00786,K11936,K19003"	M	"Glycosyl transferase, family 2"
fig|31899.10.peg.873	K07216	S	"hemerythrin-like, metal-binding protein"
fig|31899.10.peg.874		S	NA
fig|31899.10.peg.875	"K00557,K03212,K03215"	J	Catalyzes the formation of 5-methyl-uridine at position 1939 (m5U1939) in 23S rRNA (By similarity)
fig|31899.10.peg.876		S	Protein of unknown function (DUF1232)
fig|31899.10.peg.877	K00567	L	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) in DNA. Repairs alkylated guanine in DNA by stoichiometrically transferring the alkyl group at the O-6 position to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated (By similarity)
fig|31899.10.peg.878	K05350	G	ec 3.2.1.21
fig|31899.10.peg.879	K18675	G	Glycosyltransferase 36
fig|31899.10.peg.880	K00702	G	Glycosyltransferase 36
fig|31899.10.peg.881		M	glycosyl transferase group 1
fig|31899.10.peg.882	K00996	M	"Undecaprenyl-phosphate galactose phosphotransferase, WbaP exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase"
fig|31899.10.peg.883	K03664	O	Binds specifically to the SsrA RNA (tmRNA) and is required for stable association of SsrA with ribosomes (By similarity)
fig|31899.10.peg.884		L	snf2 family
fig|31899.10.peg.885	K07079	C	Aldo Keto reductase
fig|31899.10.peg.886	"K06147,K11085"	V	ABC transporter
fig|31899.10.peg.887	K19091	L	CRISPR-associated protein Cas6
fig|31899.10.peg.888	K07407	G	alpha-galactosidase
fig|31899.10.peg.889	K06976	K	Gcn5-related n-acetyltransferase
fig|31899.10.peg.890		S	NA
fig|31899.10.peg.893	K09797	S	Periplasmic Protein
fig|31899.10.peg.894		S	gtp-binding protein
fig|31899.10.peg.895	"K01679,K01744"	E	Aspartate ammonia-lyase
fig|31899.10.peg.896		S	NA
fig|31899.10.peg.899		S	Rubrerythrin
fig|31899.10.peg.902		S	"Integrase, catalytic region"
fig|31899.10.peg.903		L	transposase (IS4 family) protein
fig|31899.10.peg.904		L	transposase (IS4 family) protein
fig|31899.10.peg.905		L	transposase (IS4 family) protein
fig|31899.10.peg.906		S	NA
fig|31899.10.peg.909		S	NA
fig|31899.10.peg.911	K07493	L	Transposase
fig|31899.10.peg.912	K07493	L	Transposase
fig|31899.10.peg.919		S	NA
