rxn_id	in_Cbes_model_through_keggPsammoate	Cbes_gene_kegg	in_Cnes_model_through_CcePsammotate	Cbes_genes_cce	Cce_rxn	in_Cbes_model_through_CthPssammotate	Cbes_genes_cth	Cth_rxn	in_Cbes_model_through_TsacPsammotate	Cbes_genes_tsac	Tsac_rxn	Gene_string	Count	None
H2Ot	False	None	False	None	None	False	None	H2Ot	False	None	H2Ot	None	None	None
R00259	False	None	False	-	ACGS	False	-	ACGS	False	-	ACGS	None	None	Arginine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R00258	False	None	False	None	ALATA_L	False	None	ALATA_L	True	(peg.1610 or peg.1906 or peg.977)	ALATA_L	peg.977 or peg.1610 or peg.1906	peg.977:1.0 , peg.1906:1.0 , peg.1610:1.0	Arginine biosynthesis,Alanine, aspartate and glutamate metabolism,Carbon fixation in photosynthetic organisms,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R11581	True	peg.1703	False	None	None	False	None	None	False	None	None	peg.1703	peg.1703:1.0	Folate biosynthesis,Metabolic pathways
33	False	None	False	None	33	False	None	None	False	None	None	None	None	None
32	False	None	False	None	32	False	None	None	False	None	None	None	None	None
31	False	None	False	None	31	False	None	None	False	None	None	None	None	None
30	False	None	False	None	30	False	None	None	False	None	None	None	None	None
37	False	None	False	None	37	False	None	None	False	None	None	None	None	None
36	False	None	False	None	36	False	None	None	False	None	None	None	None	None
35	False	None	False	None	35	False	None	None	False	None	None	None	None	None
34	False	None	False	None	34	False	None	None	False	None	None	None	None	None
R00967	True	peg.962	False	None	None	False	None	None	False	None	None	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
R00966	True	peg.1074 or -	True	peg.1074 or peg.1863	UPPRT	True	peg.1074 or peg.1863	UPPRT	True	peg.1074	UPPRT	peg.1074 or peg.1863	peg.1074:1.0 , peg.1863:0.5	Pyrimidine metabolism,Metabolic pathways
R00965	True	peg.1867	True	peg.1867	OMPDC	True	peg.1867	OMPDC	True	peg.1867	OMPDC	peg.1867	peg.1867:1.0	Pyrimidine metabolism,Metabolic pathways
R00964	True	peg.962	False	None	None	True	peg.962	URIK1	True	peg.962	URIK1	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
R00963	False	None	False	-	NTD2	False	None	None	False	None	None	None	None	Pyrimidine metabolism
R00962	True	peg.962	False	None	None	False	None	None	False	None	None	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
R07168	True	peg.736	False	None	None	False	None	None	False	None	None	peg.736	peg.736:1.0	One carbon pool by folate,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
R02272	True	peg.1687	False	None	None	True	peg.1687	G1SATi	True	(peg.1687 or peg.2349 or peg.77)	G1SATi	peg.1687 or peg.77 or peg.2349	peg.1687:1.0 , peg.77:0.33 , peg.2349:0.33	Porphyrin and chlorophyll metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments
R00844	False	None	False	None	None	False	None	None	False	-	G3PD2	None	None	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites
R06172	True	peg.1237	False	None	None	False	None	None	False	None	None	peg.1237	peg.1237:1.0	None
R10268	True	peg.2421	False	None	None	False	None	None	False	None	None	peg.2421	peg.2421:1.0	None
R00847	True	peg.2526	True	- or (peg.1000 or peg.2526 or peg.2973)	GLYK	True	(peg.1000 or peg.2526 or peg.2973)	GLYK	True	(peg.1000 or peg.2526 or peg.2973)	GLYK	peg.2526 or peg.2973 or peg.1000	peg.2526:1.0 , peg.2973:0.75 , peg.1000:0.75	Glycerolipid metabolism,Metabolic pathways
R00842	False	None	False	-	G3PD1	False	-	G3PD1	False	-	G3PD1	None	None	Glycerophospholipid metabolism,Biosynthesis of secondary metabolites
R00968	True	peg.962	False	None	None	True	peg.962	URIK2	True	peg.962	URIK2	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
R00192	False	-	True	peg.1346	AHC	True	peg.1346	AHC	True	peg.935	AHC	peg.1346 or peg.935	peg.1346:0.67 , peg.935:0.33	Cysteine and methionine metabolism,Metabolic pathways
Kabc	False	None	False	None	None	False	None	Kabc	False	None	None	None	None	None
R00190	True	peg.1082 or peg.2471	False	- and peg.2471	ADPT	True	peg.2471 or peg.1082	ADPT	True	peg.2471	ADPT	peg.2471 or peg.1082	peg.2471:1.0 , peg.1082:0.5	Purine metabolism,Metabolic pathways
R07604	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Valine, leucine and isoleucine degradation,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R07603	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Valine, leucine and isoleucine degradation,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R07769	True	peg.1154	False	None	None	False	None	None	False	None	None	peg.1154	peg.1154:1.0	Lipoic acid metabolism,Metabolic pathways
R07601	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Valine, leucine and isoleucine degradation,Metabolic pathways
R07600	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Valine, leucine and isoleucine degradation,Metabolic pathways
R07764	True	peg.2593	True	peg.2593	3HAD180	False	None	None	False	None	None	peg.2593	peg.2593:1.0	Fatty acid biosynthesis,Biosynthesis of unsaturated fatty acids,Fatty acid metabolism
R07765	False	None	True	(peg.1586 or peg.1594 or peg.1962) or -	EAR180x	False	None	None	False	None	None	peg.1962 or peg.1586 or peg.1594	peg.1962:1.0 , peg.1594:1.0 , peg.1586:1.0	Fatty acid biosynthesis,Biosynthesis of unsaturated fatty acids,Fatty acid metabolism
R07766	True	peg.1154	False	None	None	False	None	None	False	None	None	peg.1154	peg.1154:1.0	Lipoic acid metabolism,Metabolic pathways
R03802	False	None	False	None	None	True	peg.878 or peg.2930	bglu5,bglu5_ext	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	None
XANt2r	False	None	False	None	None	False	None	XANt2r	False	None	None	None	None	None
R07762	True	peg.1641	True	peg.1641 or - or - or peg.1637 or peg.1637 or - or - or - or (peg.1586 or peg.1594 or peg.1962) or -	MCMAT8	False	None	None	False	None	None	peg.1962 or peg.1586 or peg.1641 or peg.1594 or peg.1637	peg.1641:1.0 , peg.1962:0.5 , peg.1637:0.5 , peg.1594:0.5 , peg.1586:0.5	Fatty acid biosynthesis,Biosynthesis of unsaturated fatty acids,Fatty acid metabolism
R07763	True	peg.1639	True	(peg.1152 or peg.1639 or peg.2965 or peg.611 or peg.932) or - or - or (peg.1152 or peg.1639 or peg.2965 or peg.611 or peg.932)	3OAR180	False	None	None	False	None	None	peg.611 or peg.2965 or peg.1639 or peg.932 or peg.1152	peg.1639:1.0 , peg.932:0.5 , peg.611:0.5 , peg.2965:0.5 , peg.1152:0.5	Fatty acid biosynthesis,Biosynthesis of unsaturated fatty acids,Fatty acid metabolism
R01216	True	peg.2503	False	None	None	False	None	None	False	None	None	peg.2503	peg.2503:1.0	None
R01214	True	peg.1109	True	(peg.1109 or peg.2778) or (peg.1109 or peg.2778)	VALTA	False	-	VALTA	True	(peg.1109 or peg.2778)	VALTA	peg.1109 or peg.2778	peg.1109:1.0 , peg.2778:0.67	Valine, leucine and isoleucine degradation,Valine, leucine and isoleucine biosynthesis,Pantothenate and CoA biosynthesis,Glucosinolate biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R09386	True	peg.2219	False	None	None	False	None	None	False	None	None	peg.2219	peg.2219:1.0	None
R01213	True	peg.936 or -	True	(peg.936 or peg.938) or (peg.936 or peg.938) or (peg.936 or peg.938)	IPPS	True	peg.938 or peg.936	IPPS	True	(peg.936 or peg.938)	IPPS	peg.938 or peg.936	peg.936:1.0 , peg.938:0.75	Valine, leucine and isoleucine biosynthesis,Pyruvate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R01210	False	None	False	None	None	False	None	OIVD2	True	peg.2746	OIVD2	peg.2746	peg.2746:1.0	None
R00988	True	peg.1006	False	None	None	False	None	None	False	None	None	peg.1006	peg.1006:1.0	Tryptophan metabolism
R07599	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Valine, leucine and isoleucine degradation,Metabolic pathways
R00955	True	peg.1408	False	None	None	False	None	None	False	None	None	peg.1408	peg.1408:1.0	Galactose metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways
R10991	True	peg.1109	False	None	None	False	None	None	False	None	None	peg.1109	peg.1109:1.0	Cysteine and methionine metabolism,Metabolic pathways
R01325	True	peg.955	False	None	None	False	None	None	False	None	None	peg.955	peg.955:1.0	Citrate cycle (TCA cycle),Glyoxylate and dicarboxylate metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism
R07161	True	peg.1998 or peg.1999 or peg.1489 or peg.1488	False	None	None	True	(peg.1337 or peg.1489 or peg.1579 or peg.1998)	IOR	True	(peg.1337 or peg.1489 or peg.1579 or peg.1998)	IOR	peg.1337 or peg.1999 or peg.1998 or peg.1579 or peg.1489 or peg.1488	peg.1998:1.0 , peg.1489:1.0 , peg.1579:0.67 , peg.1337:0.67 , peg.1999:0.33 , peg.1488:0.33	None
L_LACt2	False	None	False	None	None	False	None	None	False	None	L_LACt2	None	None	None
R02707	True	peg.2465	False	None	None	False	None	None	False	None	None	peg.2465	peg.2465:1.0	None
cellpp	False	None	False	None	None	True	peg.880	cellpp	False	None	None	peg.880	peg.880:1.0	None
R00586	True	peg.2819	True	peg.2819	SERAT	True	peg.2819	SERAT	True	peg.2819	SERAT	peg.2819	peg.2819:1.0	Cysteine and methionine metabolism,Sulfur metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,Biosynthesis of amino acids
R08310	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	Drug metabolism - cytochrome P450
R02003	True	peg.1483	False	None	None	False	None	GRTT	False	None	None	peg.1483	peg.1483:1.0	Terpenoid backbone biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R00307	True	peg.1037	False	None	None	False	None	None	True	peg.1037	XYLI2i	peg.1037	peg.1037:1.0	None
R08645	True	peg.2652	False	None	None	False	None	None	False	None	None	peg.2652	peg.2652:1.0	Glucosinolate biosynthesis,2-Oxocarboxylic acid metabolism
R01818	True	peg.632	True	peg.632 or peg.632 or (peg.2262 or peg.2586)	PMANM	False	None	None	False	None	None	peg.632 or peg.2262 or peg.2586	peg.632:1.0 , peg.2586:0.5 , peg.2262:0.5	Fructose and mannose metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R10035	True	peg.2930 or peg.878	False	None	None	False	None	None	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	Cyanoamino acid metabolism
R08648	True	peg.934 or peg.1111 or peg.933	True	(peg.1111 or peg.933) and peg.934 and (peg.1111 or peg.933)	ACHBS	True	peg.934 and ((peg.1111 or peg.933) or (peg.1111 or peg.933))	ACHBS	True	peg.934	ACHBS	peg.1111 or peg.934 or peg.933	peg.934:1.0 , peg.933:0.75 , peg.1111:0.75	Valine, leucine and isoleucine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R07280	False	None	True	peg.2219	PMDPHT	False	None	PMDPHT	False	None	None	peg.2219	peg.2219:1.0	Riboflavin metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R09380	True	peg.1636 or peg.1208 or peg.2740	False	None	G3PAT141,G3PAT140,G3PAT180,G3PAT181,G3PAT160,G3PAT120,G3PAT161	False	None	None	False	None	None	peg.1208 or peg.1636 or peg.2740	peg.2740:1.0 , peg.1636:1.0 , peg.1208:1.0	None
R01954	True	peg.1736	True	peg.1736	ARGSSr	True	peg.1736	ARGSSr	True	peg.1736	ARGSSr	peg.1736	peg.1736:1.0	Arginine biosynthesis,Alanine, aspartate and glutamate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R07285	True	peg.1297	False	None	None	False	None	None	False	None	None	peg.1297	peg.1297:1.0	None
R09383	True	peg.2219	False	None	None	False	None	None	False	None	None	peg.2219	peg.2219:1.0	None
R07461	True	peg.2041	False	None	None	False	None	None	False	None	None	peg.2041	peg.2041:1.0	Thiamine metabolism,Metabolic pathways
R01329	True	peg.888 or peg.1585	True	peg.1585 or peg.1585 or -	EPMGH	False	None	None	False	None	None	peg.1585 or peg.888	peg.1585:1.0 , peg.888:0.5	Galactose metabolism
R08362	True	peg.401	False	None	None	False	None	None	False	None	None	peg.401	peg.401:1.0	Glutathione metabolism,Metabolic pathways
SUCCt2r	False	None	False	None	None	False	None	SUCCt2r	False	None	None	None	None	None
HISabc	False	None	True	(peg.1321 or peg.2196 or peg.2197)	HISabc	False	None	None	False	None	None	peg.2196 or peg.2197 or peg.1321	peg.2197:1.0 , peg.2196:1.0 , peg.1321:1.0	None
RIBabc	False	None	True	(peg.2831 or peg.486 or peg.490) or peg.1053 or (peg.2832 or peg.492)	RIBabc	True	((peg.1876 or peg.2292 or peg.2747 or peg.2833 or peg.491 or peg.676) and peg.2291 and peg.2290) or ((peg.1876 or peg.2292 or peg.2747 or peg.2833 or peg.491 or peg.676) and (peg.2832 or peg.492) and (peg.2831 or peg.486 or peg.490))	RIBabc	True	(peg.2832 or peg.492)	RIBabc	peg.676 or peg.1053 or peg.491 or peg.2831 or peg.2833 or peg.2832 or peg.2747 or peg.486 or peg.1876 or peg.492 or peg.2290 or peg.490 or peg.2292 or peg.2291	peg.492:1.0 , peg.2832:1.0 , peg.490:0.67 , peg.486:0.67 , peg.2831:0.67 , peg.676:0.33 , peg.491:0.33 , peg.2833:0.33 , peg.2747:0.33 , peg.2292:0.33 , peg.2291:0.33 , peg.2290:0.33 , peg.1876:0.33 , peg.1053:0.33	None
R00508	True	peg.1534	False	None	None	False	None	None	False	None	None	peg.1534	peg.1534:1.0	Sulfur metabolism,Metabolic pathways,Microbial metabolism in diverse environments
DHDPS	False	None	True	peg.1617 or peg.1617 or peg.1617	DHDPS	True	peg.1617	DHDPS	True	peg.1617	DHDPS	peg.1617	peg.1617:1.0	None
R10040	True	peg.2930 or peg.878	False	None	None	False	None	None	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	Cyanoamino acid metabolism
R04509	True	peg.796	True	peg.796	PMPK	False	None	None	False	None	None	peg.796	peg.796:1.0	Thiamine metabolism,Metabolic pathways
R07264	True	peg.813	False	None	None	False	None	None	False	None	None	peg.813	peg.813:1.0	None
R02413	True	peg.2405	True	peg.2405	SHK3D	True	peg.2405	SHK3D	True	peg.2405	SHK3D	peg.2405	peg.2405:1.0	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R02412	True	peg.2209	True	peg.2209 or peg.2209	SHKK	True	peg.2209 or -	SHKK	True	peg.2209	SHKK	peg.2209	peg.2209:1.0	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
UDCPDP	False	None	False	None	None	True	peg.2346	UDCPDP	False	None	None	peg.2346	peg.2346:1.0	None
R01549	True	peg.962	False	None	None	False	None	None	False	None	None	peg.962	peg.962:1.0	Pyrimidine metabolism,Metabolic pathways
GLUt2r	False	None	False	None	None	False	None	GLUt2r	False	None	None	None	None	None
GLNabc	False	None	True	peg.2461	GLNabc	False	None	None	False	None	None	peg.2461	peg.2461:1.0	None
R06613	True	peg.2590	False	None	None	False	None	None	False	None	None	peg.2590	peg.2590:1.0	Pyrimidine metabolism,One carbon pool by folate,Metabolic pathways
NADH5	False	None	False	None	None	False	None	None	True	peg.1786	NADH5	peg.1786	peg.1786:1.0	None
R02558	True	peg.2930 or peg.878	False	None	None	False	None	None	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	Cyanoamino acid metabolism,Biosynthesis of secondary metabolites
R04435	False	None	False	None	None	False	- or -	ACNAM9PL	False	-	ACNAM9PL	None	None	Amino sugar and nucleotide sugar metabolism,Metabolic pathways
R05743	True	peg.1985	False	None	None	False	None	None	False	None	None	peg.1985	peg.1985:1.0	None
PDX5PS	False	None	False	None	None	False	None	PDX5PS	False	None	None	None	None	None
R00674	True	peg.411 or peg.2199 or peg.2200	False	- and (peg.2200 or peg.411) and (peg.2200 or peg.411) and peg.2199	TRPS2	True	peg.2199 and ((peg.2200 or peg.411) or (peg.2200 or peg.411))	TRPS2	True	(peg.2200 or peg.411)	TRPS2	peg.2200 or peg.2199 or peg.411	peg.411:1.0 , peg.2200:1.0 , peg.2199:0.75	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites
R00104	True	peg.1821	True	peg.1821	NADK	True	peg.1821	NADK	True	peg.1821	NADK	peg.1821	peg.1821:1.0	Nicotinate and nicotinamide metabolism,Metabolic pathways
R02557	True	peg.2283	False	-	PUNP2	False	None	PUNP2	False	None	None	peg.2283	peg.2283:1.0	Purine metabolism,Metabolic pathways
R08218	True	peg.1335	False	None	None	False	None	None	False	None	None	peg.1335	peg.1335:1.0	Aminoacyl-tRNA biosynthesis
R04591	True	peg.1944	True	peg.1944	PRASCS	True	peg.1944	PRASCS	True	peg.1944	PRASCS	peg.1944	peg.1944:1.0	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R00424	True	peg.861	False	-	GTPCI	False	-	GTPCI	False	-	GTPCI	peg.861	peg.861:1.0	None
R04594	False	None	False	None	None	True	(peg.1810 or peg.1872)	RZ5PP	True	(peg.1810 or peg.1872)	RZ5PP	peg.1872 or peg.1810	peg.1872:1.0 , peg.1810:1.0	Porphyrin and chlorophyll metabolism,Metabolic pathways
R01900	True	peg.955	False	None	None	False	None	None	False	None	None	peg.955	peg.955:1.0	Citrate cycle (TCA cycle),Glyoxylate and dicarboxylate metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism
R00772	True	peg.1059	False	-	MAN6PI	False	-	MAN6PI	False	-	MAN6PI	peg.1059	peg.1059:1.0	None
R06245	True	peg.94	False	None	None	False	None	None	False	None	None	peg.94	peg.94:1.0	None
R00770	True	peg.1752 or peg.2336	False	None	None	False	None	None	False	None	None	peg.2336 or peg.1752	peg.2336:1.0 , peg.1752:1.0	None
R00771	True	peg.1059	False	-	PGI2,PGI	False	-	PGI	False	-	PGI	peg.1059	peg.1059:1.0	Starch and sucrose metabolism
R01478	False	-	False	None	None	False	None	None	False	None	None	None	None	Pentose and glucuronate interconversions,Metabolic pathways
R00885	True	peg.810 or peg.1964 or peg.632	False	None	None	False	None	None	False	None	None	peg.632 or peg.810 or peg.1964	peg.810:1.0 , peg.632:1.0 , peg.1964:1.0	Fructose and mannose metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R10997	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Propanoate metabolism
R10996	True	peg.1158	False	None	None	False	None	None	False	None	None	peg.1158	peg.1158:1.0	Propanoate metabolism
R01049	False	-	True	peg.1077	PRPPS	True	peg.1077	PRPPS	True	peg.1077	PRPPS	peg.1077	peg.1077:1.0	Pentose phosphate pathway,Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,Biosynthesis of amino acids
R01326	False	None	False	-	HEX4	False	None	None	False	None	None	None	None	Fructose and mannose metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways
R01324	True	peg.955	True	peg.955	ACONT	True	peg.955	ACONT	True	peg.955	ACONT	peg.955	peg.955:1.0	Metabolic pathways,Carbon metabolism,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
